authors_raw,author_full_names,author_ids_raw,document_title_raw,year,source_title_raw,volume,issue,scopus_art_no,page_start,page_end,global_citation_count,doi,link,affiliations,authors_with_affiliations,abstract_raw,author_keywords_raw,index_keywords_raw,funding_details,funding_texts,global_references_raw,correspondence_address,editors,publisher,sponsors,conference_name,conference_date,conference_location,conference_code,issn,isbn,coden,language,source_title_abbr,document_type_raw,publication_stage,open_access,source,eid,author_ids,authors
"Zavolokina, L.; Dolata, M.; Schwabe, G.","Zavolokina, Liudmila (57193154298); Dolata, Mateusz (55085557500); Schwabe, Gerhard (8564379000)",57193154298; 55085557500; 8564379000,FinTech - What's in a name?,2016,,,,,,,104,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011313931&partnerID=40&md5=151a0787ac5465c74ac6853ad3cf9027,"Universität Zürich, Zurich, ZH, Switzerland","Zavolokina, Liudmila, Universität Zürich, Zurich, ZH, Switzerland; Dolata, Mateusz, Universität Zürich, Zurich, ZH, Switzerland; Schwabe, Gerhard, Universität Zürich, Zurich, ZH, Switzerland","FinTech, the word which originates from marriage of ""finance"" and ""technology"", designates currently a novel, innovative and emerging field which attracts attention from the publicity. At the moment there is no universal understanding and definition of FinTech in the research, however, the topic is widely addressed by the English- and German-speaking press. In this study we aim to make insights into how the press and other popular media understand and frame FinTech, discussing definitions that represents the meaning of it for the press, and deliver the conceptual framework to be used in research and scientific literature. In doing so, we also identify drivers of FinTech and put them in the context of financial and digital innovation research. Thereby, we provide objective understanding of FinTech, how it is reflected in the popular media.",Content analysis; Digitalization; FinTech; Innovation; Popular press,Information systems; Innovation; Conceptual frameworks; Content analysis; Digital innovations; Digitalization; FinTech; Scientific literature; Presses (machine tools),,,"Evolution of Fintech A New Post Crisis Paradigm, (2015); Baur, Aaron Wolfgang, Cryptocurrencies as a disruption? empirical findings on user adoption and future potential of Bitcoin and Co, Lecture Notes in Computer Science, 9373, pp. 63-80, (2015); Science Studies, (2003); Bubela, T. M., Do the print media ""hype"" genetic research? A comparison of newspaper stories and peer-reviewed research papers, CMAJ. Canadian Medical Association Journal, 170, 9, pp. 1399-1407, (2004); Caulfield, Timothy A., Biotechnology and the popular press: Hype and the selling of science, Trends in Biotechnology, 22, 7, pp. 337-339, (2004); Coltman, Tim R., E-business: Revolution, evolution, or hype?, California Management Review, 1, pp. 57-86, (2001); Bbva Research, (2015); Cukier, Wendy L., Applying Habermas' validity claims as a standard for critical discourse analysis, IFIP Advances in Information and Communication Technology, 143, pp. 233-257, (2004); Cukier, Wendy L., A critical analysis of media discourse on information technology: Preliminary results of a proposed method for critical discourse analysis, Information Systems Journal, 19, 2, pp. 175-196, (2009); Deutsche Bank Research, (2014)",,,Association for Information Systems publications@aisnet.org,"et al.; Intel; Lero; Pepperdine, School of Business and Management; Science Foundation Ireland (SFI); University of Limerick","2016 International Conference on Information Systems, ICIS 2016",2016-12-11 through 2016-12-14,Dublin,127464.0,,9780996683135,,English,"Int. Conf. Inf. Syst., ICIS",Conference paper,Final,,Scopus,2-s2.0-85011313931,57193154298; 55085557500; 8564379000,Zavolokina; L.; Dolata; M.; Schwabe; G.
"Li, D.; Goh, K.-Y.; Heng, C.-S.","Li, Ding (57194238744); Goh, Khim Yong (23396611500); Heng, Cheng Suang (55354341000)",57194238744; 23396611500; 55354341000,Monetizing user-generated content in fintech: An empirical study of a social investing site,2016,,,,,,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019469877&partnerID=40&md5=e8cc63388c9e2f0d491afa99d2ddc66b,"Department of Information Systems, National University of Singapore, Singapore City, Singapore","Li, Ding, Department of Information Systems, National University of Singapore, Singapore City, Singapore; Goh, Khim Yong, Department of Information Systems, National University of Singapore, Singapore City, Singapore; Heng, Cheng Suang, Department of Information Systems, National University of Singapore, Singapore City, Singapore","Despite reports that user-generated content (UGC) is dominating the Internet, the contributors of UGC are rarely compensated for their creative works. Enabled by a unique dataset from a large social investing site in China, we conduct an empirical study to examine the UGC monetization in terms of its influence, the timing of a contributor's adoption and the impact from online social activities. Our analyses utilize multiple methods (time-series modeling, logit modeling and Bayesian statistical analysis). Our contributions include: 1) This study is the first to unveil the impact of UGC monetization on the platform and contributors with a horizontal comparison of different monetization methods; 2) We make a pioneering effort to analyze how contributors' online social efforts (i.e., the micro-celebrity tactics) facilitate monetization; 3) Our results advance the financial information literature by showing how UGC readers seek information; 4) Our results inform practitioners how to time the decision of monetization.",Bayesian Estimation; Financial information market; FinTech; Micro celebrity; Monetization; Social investing site; User-Generated content,Bayesian networks; Information systems; Social networking (online); Bayesian estimations; Financial information; FinTech; Micro celebrity; Monetization; Social investing site; User-generated content; Time series analysis,,,"Uncertainty in Economics, (1978); Evolution of Fintech A New Post Crisis Paradigm, (2015); Becker, Jan U., The impact of network size and financial incentives on adoption and participation in new online communities, Journal of Media Economics, 23, 3, pp. 165-179, (2010); Bollen, Johan, Twitter mood predicts the stock market, Journal of Computational Science, 2, 1, pp. 1-8, (2011); Youtube Online Video and Participatory Culture, (2009); Chen, Hailiang, Wisdom of crowds: The value of stock opinions transmitted through social media, Review of Financial Studies, 27, 5, pp. 1367-1403, (2014); Chen, Yan, Knowledge Market Design: A Field Experiment at Google Answers, Journal of Public Economic Theory, 12, 4, pp. 641-664, (2010); Chevalier, Judith A., The effect of word of mouth on sales: Online book reviews, Journal of Marketing Research, 43, 3, pp. 345-354, (2006); Duke L Tech Rev, (2003); Social Media S Impact on Personal Finance Investing, (2008)",,,Association for Information Systems publications@aisnet.org,"et al.; Intel; Lero; Pepperdine, School of Business and Management; Science Foundation Ireland (SFI); University of Limerick","2016 International Conference on Information Systems, ICIS 2016",2016-12-11 through 2016-12-14,Dublin,127464.0,,9780996683135,,English,"Int. Conf. Inf. Syst., ICIS",Conference paper,Final,,Scopus,2-s2.0-85019469877,57194238744; 23396611500; 55354341000,Li; D.; Goh; K.-Y.; Heng; C.-S.
"Chishti, S.; Barberis, J.","Chishti, Susanne (57192701330); Barberis, Janos N. (57192695507)",57192701330; 57192695507,"The FinTech Book: The financial technology handbook for investors, entrepreneurs and visionaries",2016,,,,,1.0,300.0,63,10.1002/9781119218906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011729331&doi=10.1002%2F9781119218906&partnerID=40&md5=e46c9bdfb9298f17d653549fba7ea061,,"Chishti, Susanne, ; Barberis, Janos N., ","A front-line industry insider's look at the financial technology explosion The FINTECH Book is your primary guide to the financial technology revolution, and the disruption, innovation and opportunity therein. Written by prominent thought leaders in the global fintech investment space, this book aggregates diverse industry expertise into a single informative volume to provide entrepreneurs, bankers and investors with the answers they need to capitalize on this lucrative market. Key industry developments are explained in detail, and critical insights from cutting-edge practitioners offer first-hand information and lessons learned. The financial technology sector is booming, and entrepreneurs, bankers, consultants, investors and asset managers are scrambling for more information: Who are the key players? What's driving the explosive growth? What are the risks? This book collates insights, knowledge and guidance from industry experts to provide the answers to these questions and more. • Get up to speed on the latest industry developments • Grasp the market dynamics of the 'fintech revolution' • Realize the sector's potential and impact on related industries • Gain expert insight on investment and entrepreneurial opportunities The fintech market captured over US$14 billion in 2014, a three-fold increase from the previous year. New startups are popping up at an increasing pace, and large banks and insurance companies are being pushed toward increasing digital operations in order to survive. The financial technology sector is booming and The FINTECH Book is the first crowd-sourced book on the subject globally, making it an invaluable source of information for anybody working in or interested in this space. © 2016 Susanne Chishti and Janos Barberis. All rights reserved.",,Fintech; Insurance; Investments; Asset managers; Cutting edges; Explosive growth; Industry development; Industry experts; Investor managers; Market dynamics; Technology revolution; Technology sectors; Thought leaders; Commerce,,,,,,wiley,,,,,,,9781119218906; 9781119218876,,English,"The FinTech Book: The Financial Technology Handb. for Investors, Entrepreneurs and Visionaries",Book,Final,,Scopus,2-s2.0-105011729331,57192701330; 57192695507,Chishti; S.; Barberis; J.
"Boot, A.W.A.","Boot, Arnoud W. A. (56218676800)",56218676800,"Understanding the future of banking scale and scope economies, and fintech",2016,,,,,431.0,449.0,18,10.1142/9789813141391_0025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153637651&doi=10.1142%2F9789813141391_0025&partnerID=40&md5=8d17b00c7618e0e61113de531109f7d5,"Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","Boot, Arnoud W. A., Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","The following sections are included: Introduction, Information Technology and Transaction Orientation, Ownership Structure: Partnerships, Stability and Institutional Franchise Value, Scale and Scope Economies in Banking, The Impact of Fintech on the Banking Industry, Conclusions, References. © 2017 by World Scientific Publishing Co. Pte. Ltd.",,,,,"Value of the Too Big to Fail Big Bank Subsidy, (2009); Bank of England Quarterly Bulletin, (2014); One Bank Research Agenda, (2015); Global Corporate Banking 2010 Crisis as Opportunity, (2010); Beccalli, Elena, Does IT investment improve bank performance? Evidence from Europe, Journal of Banking and Finance, 31, 7, pp. 2205-2230, (2007); Beccalli, Elena, Are European banks too big? Evidence on economies of scale, Journal of Banking and Finance, 58, pp. 232-246, (2015); Berger, Allen N., The consolidation of the financial services industry: Causes, consequences, and implications for the future, Journal of Banking and Finance, 23, 2, pp. 135-194, (1999); Berger, Allen N., Bank ownership type and banking relationships, Journal of Financial Intermediation, 17, 1, pp. 37-62, (2008); Payment Settlement and Clearing in Various Countries, (2014); Brookings Wharton Papers on Financial Services, (2003)",,,World Scientific Publishing Co.,,,,,,,9789813141391,,English,"FUTURE OF LARGE, INTERNATIONALLY ACTIVE BANKS, THE",Book chapter,Final,,Scopus,2-s2.0-85153637651,56218676800,Boot; A.W.A.
"Kauffman, R.J.; Ma, D.","Kauffman, Robert J. (35083571300); Ma, Dan (35305318500)",35083571300; 35305318500,Special issue: Contemporary research on payments and cards in the global fintech revolution,2015,Electronic Commerce Research and Applications,14,5,631.0,261.0,264.0,17,10.1016/j.elerap.2015.09.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944051255&doi=10.1016%2Fj.elerap.2015.09.005&partnerID=40&md5=a6d11d68ee98334a2786ee024513717a,"School of Information Systems, Singapore Management University, Singapore City, Singapore","Kauffman, Robert J., School of Information Systems, Singapore Management University, Singapore City, Singapore; Ma, Dan, School of Information Systems, Singapore Management University, Singapore City, Singapore","The virtual special issue (VSI) of Electronic Commerce Research and Applications addresses the latest research on payments and cards in the global fintech revolution. The articles that appear in this VSI touch upon some of these questions, but in ways that are associated with prevailing financial services operations around the world. The authors share current perspectives on changing patterns in the use of Internet banking, cash, credit, and debit cards in different countries and regions of the world.",,Electronic commerce; Debit cards; Financial service; Internet banking; Research and application; Virtual addresses,,,,,,Elsevier B.V.,,,,,,15674223,,,English,Elect. Commer. Res. Appl.,Editorial,Final,,Scopus,2-s2.0-84944051255,35083571300; 35305318500,Kauffman; R.J.; Ma; D.
"Kim, J.J.; Hong, S.P.","Kim, Jaejung (42661476600); Hong, Sengphil (8552893500)",42661476600; 8552893500,A study on the biometric-based single sign-on system using FIDO (Fast IDentity Online) in FinTech environments,2015,International Journal of Applied Engineering Research,10,21,,41772.0,41775.0,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994643803&partnerID=40&md5=3ec72c600099ca53b12c63980b26f5ce,"Department of Computer Science, Sungshin Women's University, Seoul, South Korea","Kim, Jaejung, Department of Computer Science, Sungshin Women's University, Seoul, South Korea; Hong, Sengphil, Department of Computer Science, Sungshin Women's University, Seoul, South Korea","Currently the user has to type ID and password in order to sign up the most of websites. But if user’s password is hacked in one insecure website, it is highly possible to get cracked in other sites as well, because the user usually uses the same passwords, allowing identity fraud, theft or massive data spill. As part of enhancing the security of password, user’s password is getting more difficult remember because it has requirements for the composition typically dictating minimum length and required special characters and numbers and so on. Therefore, it is our purpose to suggest biometric-based single sign-on system using FIDO that uses a suitable for FinTech by analyzing the challenges and problems of current password-based SSO system. The proposed biometric-based SSO system is implementing FIDO’s biometric authentication, instead of using password, this system would benefit everyone who wants to have a safe and convenient smartphone authentication environment. © Research India Publications.",Biometric; Fast Identity Online; FIDO; Password; PKI; Single sign-on,,,,"Procedia Technology, (2012); Tangled Web of Password Reuse Network and Distributed System Security Ndss, (2014); Kim, Jaejung, A study on the accredited certification system without password using FIDO(Fast identity online), International Journal of Applied Engineering Research, 10, 13, pp. 33617-33619, (2015); Chai, Seungwoan, A study of issues about accredited certification methods in Korea, International Journal of Security and its Applications, 9, 3, pp. 77-84, (2015); Fido Uaf Architectural Overview, (2014); Iacr Cryptology Eprint Archive Report 246, (2011); Nair, Anjali Aswathy, Security issues of single sign on web services, (2015); Wu, Zhenyu, A password-based user authentication scheme for the integrated EPR information system, Journal of Medical Systems, 36, 2, pp. 631-638, (2012); Vaithyasubramanian, S., A scheme to create secured random password using Markov chain, Advances in Intelligent Systems and Computing, 325, pp. 809-814, (2015); Proc Soups, (2014)",,,Research India Publications subscription@ripublication.com,,,,,,09734562,,,English,Int. J. Appl. Eng. Res.,Article,Final,,Scopus,2-s2.0-84994643803,42661476600; 8552893500,Kim; J.J.; Hong; S.P.
"MacKenzie, A.","MacKenzie, Annette (57200499487)",57200499487,THE FINTECH REVOLUTION,2015,London Business School Review,26,3,,50.0,53.0,92,10.1111/2057-1615.12059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035003671&doi=10.1111%2F2057-1615.12059&partnerID=40&md5=b4817db607fd4c4c51b21f49156b0099,,"MacKenzie, Annette, ",How innovators are using technology to take on the world of finance. © 2015 London Business School,,,,,,,,Wiley-Blackwell info@wiley.com,,,,,,20571607,,,English,London Bus. Sch. Rev.,Article,Final,,Scopus,2-s2.0-85035003671,57200499487,Mackenzie; A.
"Bacso, G.; Dietz, M.; Radnai, M.","Bacso, Gergely (56703117700); Dietz, Miklós (51561251300); Radnai, Miklós (56702845200)",56703117700; 51561251300; 56702845200,Banking: Decoding financial-technology innovation,2015,McKinsey Quarterly,,2,,26.0,27.0,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933565154&partnerID=40&md5=a9a86919cade23553963cf3ed6a4ffca,"McKinsey & Company, Hungary, Budapest, Hungary; London Office, London, England, United Kingdom","Bacso, Gergely, McKinsey & Company, Hungary, Budapest, Hungary; Dietz, Miklós, London Office, London, England, United Kingdom; Radnai, Miklós, London Office, London, England, United Kingdom",Start-ups are eyeing a wider revenue pool across a growing and broader range of products and services. © © 2015 McKinsey & Company. All rights reserved.,,,,,,,,McKinsey and Co. Inc. info@mckinseyquarterly.com,,,,,,00475394,,,English,McKinsey Q.,Short survey,Final,,Scopus,2-s2.0-84933565154,56703117700; 51561251300; 56702845200,Bacso; G.; Dietz; M.; Radnai; M.
"Coeckelbergh, M.","Coeckelbergh, Mark (22233758600)",22233758600,"Money machines: Electronic financial technologies, distancing and responsibility in global finance",2015,,,,,1.0,204.0,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948699930&partnerID=40&md5=1b7aca9aee5fc22f825f108408e2a7e8,"De Montfort University, Leicester, Leicestershire, United Kingdom","Coeckelbergh, Mark, De Montfort University, Leicester, Leicestershire, United Kingdom","While we have become increasingly vulnerable to the ebb and flow of global finance, most of us know very little about it. This book focuses on the role of technology in global finance and reflects on the ethical and societal meaning and impact of financial information and communication technologies (ICTs). Exploring the history, metaphysics, and geography of money, algorithms, and electronic currencies, the author argues that financial ICTs contribute to impersonal, disengaged, placeless, and objectifying relations, and that in the context of globalization these ‘distancing’ effects render it increasingly difficult to exercise and ascribe responsibility. Caught in the currents of capital, it seems that both experts and lay people have lost control and lack sufficient knowledge of what they are doing. There is too much epistemic, social, and moral distance. At the same time, the book also shows that these electronically mediated developments do not render global finance merely ‘virtual’, for its technological practices remain material and place–bound, and the ethical and social vulnerabilities they create are no less real. Moreover, understood in terms of technological practices, global finance remains human through and through, and there is no technological determinism. Therefore, Money Machines also examines the ways in which contemporary techno-financial developments can be resisted or re–oriented in a morally and socially responsible direction – not without, but with technology. As such, it will appeal to philosophers and scholars across the humanities and the social sciences with interests in science and technology, finance, ethics and questions of responsibility. © Mark Coeckelbergh 2015. All rights reserved.",,,,,"Allen, John, Money cultures after Georg Simmel: Mobility, movement, and identity, Environment and Planning D: Society and Space, 17, 1, pp. 51-68, (1999); Allen, Patricia L., Shifting plates in the agrifood landscape: The tectonics of alternative agrifood initiatives in California, Journal of Rural Studies, 19, 1, pp. 61-75, (2003); Banking and Business in the Roman World, (1999); Human Condition, (1958); Nicomachean Ethics, (1947); Cahiers Du Ceren, (2009); Confessions, (1961); Barry, Andrew, The technological economy, pp. 1-204, (2004); Technological Economy, (2005); Bartelson, Jens, Three concepts of globalization, International Sociology, 15, 2, pp. 180-196, (2000)",,,Ashgate Publishing Ltd,,,,,,,9781472445094; 9781472445087,,English,"Money Machines: Electronic Financial Technologies, Distancing, and Responsibilit in Global Finance",Book,Final,,Scopus,2-s2.0-84948699930,22233758600,Coeckelbergh; M.
"Schulte, P.","Schulte, Paul (57200441369)",57200441369,The next revolution in our credit-driven economy: The advent of financial technology,2015,,,,,1.0,224.0,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080371657&partnerID=40&md5=f08a40e1e9f08b8e135a9233e7b1de98,,"Schulte, Paul, ","Go inside the research to see the global consequences of unethical banking The Next Revolution in our Credit-Driven Economy: The Advent of Financial Technology integrates market theory and practice to help investors identify growth opportunities, and to help regulators create a sustainable economic environment. Author Paul Schulte, former economic analyst with the National Security Council, draws upon his own decade-spanning research to demonstrate how unethical banking practices provide the brute force that drives political and economic crises worldwide. By unbundling how credit markets work, this authoritative guide provides deep insight into crisis avoidance and detection, successful investment climates, and the groundwork that must be in place for policy makers to build a sound basis for economic growth. Clear, succinct case studies provide examples of policy and its effects on economic stability, giving you a stronger understanding of the network of forces that determine how loan/deposit ratios behave around the world. Countries that lend more than they save consistently get into trouble, with catastrophic consequences for the rich and middle class as well as the politicians. This book shows how credit excesses bring about price collapse in stocks, currencies, and real estate, and provides direction for change in the context of global economics. •Dive deep into the mechanisms underlying the credit markets •Learn how unregulated borrowing leads to socioeconomic crises •Examine real-world policy options through global case studies •Discover how credit rises are best detected and avoided An economic climate in which even the smallest hiccup can have long-lasting consequences should be the ideal impetus for a close scrutiny of global banking practices and economic policy. The Next Revolution in our Credit-Driven Economy takes you behind the scenes for a new perspective, and a more informed look at where the world needs to begin changing. The second half of the book will take a look at the revolution driving financial technology. Companies in Silicon Valley and giants like Alibaba are challenging the landscape for banking. This has profound implications for policy makers, banks and for a new class of entrepreneurs who are developing software which is taking away market share from bank and challenging decades-old financial empires. The book will explore the reasons why many global banks remain flat-footed. It will go into detail about the new companies and software that are moving in the Far East and with innovations in securities, bonds, foreign exchange, retail lending and SME lending. Lastly the book will look at the strategy behind Alibaba and how it will challenge many companies from a powerful base inside China. © 2015 by John Wiley & Sons Singapore Pte. Ltd. All rights reserved.",,,,,"Vox, (2014); Profiting from Monetary Policy, (2025); undefined; After the Music Stopped the Financial Crisis the Response and the Work Ahead, (2013); Money for Nothing Inside the Federal Reserve, (2013); Finance and Economics Discussion Series, (2010); New Yorker, (2010); Quiet the Power of Introverts in A World that can T Stop Talking, (2012); Financial Times, (2014); Financial Times, (2014)",,,wiley,,,,,,,9781119091240; 9781118989609,,English,The Next Revolut. in our Credit-Driven Econ.: The Advent of Financ. Technol.,Book,Final,,Scopus,2-s2.0-85080371657,57200441369,Schulte; P.
"Yu, J.; Yu, J.; Ma, H.; Xu, L.","Yu, Jianguang (56131081300); Yu, Jiankun (56131113300); Ma, Hongwei (55639820500); Xu, Lei (55732554400)",56131081300; 56131113300; 55639820500; 55732554400,"Urban design supported by ""green"" streets-urban design for financial technology Island of Beijing ""TBD""",2013,Advanced Materials Research,671-674,,,2476.0,2479.0,2,10.4028/www.scientific.net/AMR.671-674.2476,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875789633&doi=10.4028%2Fwww.scientific.net%2FAMR.671-674.2476&partnerID=40&md5=abcecbae3e5ebc61d1b121cc24e2d2c6,"Tianjin University, Tianjin, China; Beijing University of Technology, Beijing, China; Walton Design and Consulting Engineering Co,LTD, China","Yu, Jianguang, Tianjin University, Tianjin, China; Yu, Jiankun, Beijing University of Technology, Beijing, China; Ma, Hongwei, Walton Design and Consulting Engineering Co,LTD, China; Xu, Lei, Walton Design and Consulting Engineering Co,LTD, China","Green transport is a concept to build a comprehensive urban transport system, which aims to reduce traffic congestion and energy consumption, promoting a more friendly environment and saving building maintenance costs. From the perspective of urban design, this paper focuses on how to integrate green transport into urban design and discusses the implementation strategy of green transport. © (2013) Trans Tech Publications, Switzerland.",Green transport; Sustainable strategy; Urban design,Building maintenance; Green transports; Implementation strategies; Sustainable strategies; Urban design; Urban transport systems; Energy utilization; Traffic congestion; Transportation; Urban planning,,,"Urban and Rural Planning 03 Urban Transport M, (2011); Inclusive Urban Design Streets for Life, (2007); Exploration and Practice of Yantiandistrict Traffic Planning of Shenzhen Based on Green Transport Concept J, (2011); Practices and Implications of U S Green Transport Policytransformation J, (2010)","J. Yu; School of Architecture Tianjin University, Nankai District, Tianjin Wei Jin Road 92, China; email: 583991762@qq.com",,,,"2013 International Conference on Structures and Building Materials, ICSBM 2013",,,,10226680,9783037858257; 9783037853566; 9783037855942; 9780878499724; 9783037851234; 9783037856383; 9783037855225; 9780878494033; 9783037851258; 9783038351504,,English,Adv. Mater. Res.,Conference paper,Final,,Scopus,2-s2.0-84875789633,56131081300; 56131113300; 55639820500; 55732554400,Yu; J.; Yu; J.; Ma; H.; Xu; L.
"Lavrov, R.V.","Lavrov, R. V. (56913285600)",56913285600,"Innovative financial technologies in banking: Essence, problems and opportunities for development",2011,Actual Problems of Economics,126,12,,221.0,229.0,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930491486&partnerID=40&md5=68cf9ec05a0b9d0ec3a346eb74ed1216,,"Lavrov, R. V., ","The article considers the essence of innovative financial technologies and the problems arising at their implementation, development and usage in banking. Significance and potential consequences from the introduction of innovative financial technologies in banking are generalized.",Financial instruments; Innovative banking; Innovative financial technologies; New financial products; New financial transactions,,,,"undefined; undefined, (2000); undefined, (2000); undefined, (2005); undefined, (1997); undefined, (2008); undefined, (2007); undefined, (1998); undefined, (2007); undefined, (2008)",,,"National Academy of Management eco@nam.kiev.ua Vul. Panasa Myrnogo, 26 Kyiv 01011",,,,,,19936788,,,English,Actual Probl. Econ.,Article,Final,,Scopus,2-s2.0-84930491486,56913285600,Lavrov; R.V.
"Yamoria, N.; Tomimuraa, K.; Harimaya, K.","Yamoria, Nobuyoshi (37015913800); Tomimuraa, Kei (37015858500); Harimaya, Kozo (8551886900)",37015913800; 37015858500; 8551886900,What kinds of credit associations favour introducing new financial technology?,2011,Applied Economics Letters,18,4,,343.0,347.0,0,10.1080/13504851003636131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952480473&doi=10.1080%2F13504851003636131&partnerID=40&md5=aa2503b9bbd4ecf5120f25032ed215f6,"Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Department of Economics, Sapporo Gakuin University, Ebetsu, Hokkaido, Japan","Yamoria, Nobuyoshi, Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Tomimuraa, Kei, Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Harimaya, Kozo, Department of Economics, Sapporo Gakuin University, Ebetsu, Hokkaido, Japan","Since 2003, the Financial Services Agency (FSA) has set relationship banking enhancement program as an important strategic task to improve the functions of regional financial institutions. In this enhancement program, the FSA recommended that regional financial institutions introduce new financial products such as collateralized loan obligations (CLOs) and collateralized bond obligations (CBOs). However, this was left up to each institution's discretion rather than being mandatory. This resulted in a large difference in the introduction of new products. Therefore, this article has analysed what kinds of credit associations favourably increased the use of new financial products. As a result, it has been confirmed that the larger their lending shares and management scale and the better their business conditions are, the more positively they work on the introduction of new products. Considering the fact that relationships between financial institutions and enterprises tend to be fixed in Japan, this means that medium and small enterprises will have restrictions on the financial products they can use depending on the situation of their main banks. © 2011 Taylor & Francis.",,credit provision; financial services; institutional framework; lending behavior; small and medium-sized enterprise; Japan,"Japan Society for the Promotion of Science, JSPS",This research is financially supported by the Grant-in-Aid from Japan Society for the Promotion of Science (Kakenhi).,"Boot, Arnoud W. A., Relationship Banking: What Do We Know?, Journal of Financial Intermediation, 9, 1, pp. 7-25, (2000); Federal Reserve Bulletin, (2006); Japan S Great Stagnation Financial and Monetary Policy Lessons for Advanced Economies, (2006); Ibusiness, (2009)","N. Yamoria; Graduate School of Economics, Nagoya University, Chikusa-ku, Nagoya 464-8601, Japan; email: yamori@soec.nagoya-u.ac.jp",,,,,,,,13504851,,,English,Appl. Econ. Lett.,Article,Final,,Scopus,2-s2.0-79952480473,37015913800; 37015858500; 8551886900,Yamoria; N.; Tomimuraa; K.; Harimaya; K.
"Luo, Z.","Luo, Zongwei (22433447600)",22433447600,Advanced analytics for green and sustainable economic development: Supply chain models and financial technologies,2011,,,,,1.0,254.0,0,10.4018/978-1-61350-156-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898249953&doi=10.4018%2F978-1-61350-156-6&partnerID=40&md5=f34c0f12cd7a152b6d12b0f386c6426b,"E-Business Technology Institute, The University of Hong Kong, Hong Kong, Hong Kong","Luo, Zongwei, E-Business Technology Institute, The University of Hong Kong, Hong Kong, Hong Kong","Trends in green and sustainable development have and will continue to influence all major economies. Identifying the risks and opportunities associated with sustainable economic development and green analysis for sustainability warrants the use and study of advanced analytics. Advanced Analytics for Green and Sustainable Economic Development: Supply Chain Models and Financial Technologies focuses on the development of innovative techniques and tools that answer urgent questions in the global trend of sustainable economic development. This book will be useful to professionals, researchers, and policymakers working in various disciplines including business and economy, science and engineering, social sciences, government policy, and legal studies. Chapters in this work also provide a valuable resource for business managers concerned with the development of green business and application of low carbon practices. © 2012 by IGI Global. All rights reserved.",,,,,,,,IGI Global,,,,,,,9781613501566,,English,Adv. Analytics for Gn. and Sustainable Econ. Devmt.: Supp. Chain Models and Fin. Technol.,Book,Final,,Scopus,2-s2.0-84898249953,22433447600,Luo; Z.
