Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Al-Nasser Mohammed S.A.S.","57193088118;","Financial crisis, financial system and the impact of artificial intelligence: an attempt towards discussion",2021,"Studies in Computational Intelligence","954",,,"185","195",,,"10.1007/978-3-030-72080-3_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112321233&doi=10.1007%2f978-3-030-72080-3_11&partnerID=40&md5=6698042167f4e134e1ed14c8c2b54bdb","Deanship of Preparatory and College of Business Adminstration, University of Ha’il, Ha’il, Saudi Arabia","Al-Nasser Mohammed, S.A.S., Deanship of Preparatory and College of Business Adminstration, University of Ha’il, Ha’il, Saudi Arabia","Artificial intelligence; Financial crisis; Financial system",,,,,,,,,,,,"Al-Nasser Mohammed, S.A.S.; Deanship of Preparatory and College of Business Adminstration, Saudi Arabia","Springer Science and Business Media Deutschland GmbH",1860949X,,,,"English","Stud. Comput. Intell.",Article,"Final","",Scopus,2-s2.0-85112321233
"Ghanem S.","57226662720;","Regtech and electronic signature: Opportunities and challenges in the palestinian banking sector",2021,"Studies in Computational Intelligence","954",,,"139","155",,,"10.1007/978-3-030-72080-3_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112290942&doi=10.1007%2f978-3-030-72080-3_8&partnerID=40&md5=bdc6dff0a0e807fc9165d792fd156aa2","College of Economics and Business, Palestine Technical University, Kadoorie, Tulkrm, Palestine","Ghanem, S., College of Economics and Business, Palestine Technical University, Kadoorie, Tulkrm, Palestine","Electronic signature; Electronic transaction; RegTech; Regulatory technology",,,,,,,,,,,,"Ghanem, S.; College of Economics and Business, Palestine","Springer Science and Business Media Deutschland GmbH",1860949X,,,,"English","Stud. Comput. Intell.",Article,"Final","",Scopus,2-s2.0-85112290942
"Amin M.A.S., Kim D.J.","57654970700;23394997600;","An Analysis of Characteristics Affecting Trust Formation in Human Versus Machine Interactions from a Systematic Literature Review Perspective",2021,"Lecture Notes in Business Information Processing","418",,,"129","136",,,"10.1007/978-3-030-79454-5_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112006423&doi=10.1007%2f978-3-030-79454-5_12&partnerID=40&md5=5c925033463a3e8c368e37570adc67e7","University of North Texas, Denton, TX  76203, United States","Amin, M.A.S., University of North Texas, Denton, TX  76203, United States; Kim, D.J., University of North Texas, Denton, TX  76203, United States","Dynamic trust relationships; Human-machine interaction (HMI); Information systems (IS); Information technology (IT); Trust; Trust in human versus machine characteristics; Trustor-trustee","Data processing; Dynamic trusts; Literature search; Privacy and security; Systematic literature review; Systematic literature review (SLR); Electronic commerce",,,,,,,,,,,"Amin, M.A.S.; University of North TexasUnited States; email: mashariful.amin@unt.edu","Springer Science and Business Media Deutschland GmbH",18651348,9783030794538,,,"English","Lect. Notes Bus. Inf. Process.",Conference Paper,"Final","",Scopus,2-s2.0-85112006423
"Uriawan W., Hasan O., Badr Y., Brunie L.","57191844379;56219073500;23481220900;6701681035;","Collateral-free trustworthiness-based personal lending on a decentralized application (DApp)",2021,"Proceedings of the 18th International Conference on Security and Cryptography, SECRYPT 2021",,,,"839","844",,1,"10.5220/0010605108390844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111813782&doi=10.5220%2f0010605108390844&partnerID=40&md5=224d64ccbbff6402974268a144f789cd","Institut National des Sciences Appliquées de Lyon, 20 Avenue Albert Einstein, Villeurbanne CEDEX, France; Pennsylvania State University, Malvern, PA, United States","Uriawan, W., Institut National des Sciences Appliquées de Lyon, 20 Avenue Albert Einstein, Villeurbanne CEDEX, France; Hasan, O., Institut National des Sciences Appliquées de Lyon, 20 Avenue Albert Einstein, Villeurbanne CEDEX, France; Badr, Y., Pennsylvania State University, Malvern, PA, United States; Brunie, L., Institut National des Sciences Appliquées de Lyon, 20 Avenue Albert Einstein, Villeurbanne CEDEX, France","Blockchain; Collateral; DApp; Ethereum; Lending; Recommendation; Trustworthiness","Cryptography; Finance; Peer to peer; Network security","The first author wishes to acknowledge the MORA Scholarship from the Indonesian Government, which partially supports and funds this research work.",,,,,,,,,,,"SciTePress",,9789897585241,,,"English","Proc. Int. Conf. Secur. Cryptography, SECRYPT",Conference Paper,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85111813782
"Molloy L., Ronnie L.C.","57226434315;56131237400;","Mindset shifts for the fourth industrial revolution: Insights from the life insurance sector",2021,"SA Journal of Human Resource Management","19",,"a1543","","",,1,"10.4102/sajhrm.v19i0.1543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111613579&doi=10.4102%2fsajhrm.v19i0.1543&partnerID=40&md5=2d5d6705a0d55fee7edea83719c7df39","Graduate School of Business, Faculty of Commerce, University of Cape Town, Cape Town, South Africa; School of Management Studies, Faculty of Commerce, University of Cape Town, Cape Town, South Africa","Molloy, L., Graduate School of Business, Faculty of Commerce, University of Cape Town, Cape Town, South Africa; Ronnie, L.C., School of Management Studies, Faculty of Commerce, University of Cape Town, Cape Town, South Africa","Change readiness; Life insurance; Organisational change; Resistance to change; Technological innovation; The Fourth Industrial Revolution",,,,,,,,,,,,"Ronnie, L.C.; School of Management Studies, South Africa; email: linda.ronnie@uct.ac.za","AOSIS OpenJournals Publishing AOSIS (Pty) Ltd",16837584,,,,"English","SA J. Human Res. Manag.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85111613579
"Colaert V.","57194167744;","‘Computer says no’- benefits and challenges of RegTech",2021,"Routledge Handbook of Financial Technology and Law",,,,"431","446",,,"10.4324/9780429325670-23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110754947&doi=10.4324%2f9780429325670-23&partnerID=40&md5=b593944cced87e6504a5d7ce52f68cea","KU Leuven University, Belgium","Colaert, V., KU Leuven University, Belgium",,,,,,,,,,,,,"Colaert, V.; KU Leuven UniversityBelgium","Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110754947
"Myklebust T.","57215528023;","High-frequency trading - regulatory and supervisory challenges in the pursuit of orderly markets",2021,"Routledge Handbook of Financial Technology and Law",,,,"381","403",,,"10.4324/9780429325670-21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110690156&doi=10.4324%2f9780429325670-21&partnerID=40&md5=470e75ea007cd31652ac5603c72f1d99","University of Oslo, Norway","Myklebust, T., University of Oslo, Norway",,,,,,,,,,,,,"Myklebust, T.; University of OsloNorway","Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110690156
"Buckley R.P., Zetzsche D.A., Arner D.W., Veidt R.","55185207500;35622920200;15046436800;57216337134;","FinTech, financial inclusion and the UN Sustainable Development Goals",2021,"Routledge Handbook of Financial Technology and Law",,,,"247","272",,,"10.4324/9780429325670-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110656951&doi=10.4324%2f9780429325670-14&partnerID=40&md5=e774ffe25a16525cfcf90de0966225fe","University of New South Wales, Sydney, Australia; University of Luxembourg, Luxembourg; Asian Institute of International Financial Law, University of Hong Kong (HKU), Hong Kong","Buckley, R.P., University of New South Wales, Sydney, Australia; Zetzsche, D.A., University of Luxembourg, Luxembourg; Arner, D.W., Asian Institute of International Financial Law, University of Hong Kong (HKU), Hong Kong; Veidt, R., University of Luxembourg, Luxembourg",,,,,,,,,,,,,,"Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110656951
"Omarova S.T.","36952224400;","Fintech and the limits of financial regulation: A systemic perspective",2021,"Routledge Handbook of Financial Technology and Law",,,,"44","61",,1,"10.4324/9780429325670-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110618908&doi=10.4324%2f9780429325670-3&partnerID=40&md5=31087ee0f948747ab094191ac61e2f1d","Cornell University, United States","Omarova, S.T., Cornell University, United States",,,,,,,,,,,,,"Omarova, S.T.; Cornell UniversityUnited States","Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110618908
"Deipenbrock G.","57189753604;","Artificial intelligence and machine learning in the financial sector: Legal-methodological challenges of steering towards a regulatory ‘whitebox’",2021,"Routledge Handbook of Financial Technology and Law",,,,"3","26",,1,"10.4324/9780429325670-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110616243&doi=10.4324%2f9780429325670-1&partnerID=40&md5=c3f0d2267b3d98986324105bd7046dbc","Hochschule für Technik und Wirtschaft (HTW), Berlin, Germany","Deipenbrock, G., Hochschule für Technik und Wirtschaft (HTW), Berlin, Germany",,,,,,,,,,,,,"Deipenbrock, G.; Hochschule für Technik und Wirtschaft (HTW)Germany","Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110616243
"Eickstädt A., Horsch A.","57215525484;56261829600;","Financial technologies and systemic risk: Some general economic observations",2021,"Routledge Handbook of Financial Technology and Law",,,,"96","115",,,"10.4324/9780429325670-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110596524&doi=10.4324%2f9780429325670-6&partnerID=40&md5=1974e416815287641afa56431bf61ece","Technische Universität Bergakademie, Freiberg, Germany","Eickstädt, A., Technische Universität Bergakademie, Freiberg, Germany; Horsch, A., Technische Universität Bergakademie, Freiberg, Germany",,,,,,,,,,,,,,"Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110596524
"Chirulli P.","36992010400;","FinTech, RegTech and SupTech: Institutional challenges to the supervisory architecture of the financial markets",2021,"Routledge Handbook of Financial Technology and Law",,,,"447","464",,,"10.4324/9780429325670-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110569432&doi=10.4324%2f9780429325670-24&partnerID=40&md5=f088e5ac5c72f7b0b4e1980471b0af7f","Sapienza University of Rome, Italy","Chirulli, P., Sapienza University of Rome, Italy",,,,,,,,,,,,,"Chirulli, P.; Sapienza University of RomeItaly","Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Book Chapter,"Final","",Scopus,2-s2.0-85110569432
[No author name available],[No author id available],"Introduction",2021,"Routledge Handbook of Financial Technology and Law",,,,"x","xiv",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110561660&partnerID=40&md5=114841c424175f4f6c13e51eb504e128",,"",,,,,,,,,,,,,,"Taylor and Francis",,9781000364644; 9780367344146,,,"English","Routledge Handb. of Financial Technology and Law",Editorial,"Final","",Scopus,2-s2.0-85110561660
"Chitimira H., Torerai E.","56095066200;57226123719;","The nexus between mobile money regulation, innovative technology and the promotion of financial inclusion in Zimbabwe",2021,"Potchefstroom Electronic Law Journal","24",,,"","",,,"10.17159/1727-3781/2021/V24I0A10739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110474806&doi=10.17159%2f1727-3781%2f2021%2fV24I0A10739&partnerID=40&md5=9d268b9056f914e0dca530e36dc5ae0d","Faculty of Law, North-West University, South Africa","Chitimira, H., Faculty of Law, North-West University, South Africa; Torerai, E., Faculty of Law, North-West University, South Africa","Financial inclusion; Mobile money; Mobile money services; Regulation; Unbanked persons",,,,,,,,,,,,,"North-West Unversity",17273781,,,,"English","Potchefstroom Electron. Law J.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85110474806
"Suhartanto D., Syarief M.E., Chandra Nugraha A., Suhaeni T., Masthura A., Amin H.","57190278605;57210110976;57225961726;57201349237;57225973236;18633849100;","Millennial loyalty towards artificial intelligence-enabled mobile banking. Evidence from Indonesian Islamic banks",2021,"Journal of Islamic Marketing",,,,"","",,5,"10.1108/JIMA-12-2020-0380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109987507&doi=10.1108%2fJIMA-12-2020-0380&partnerID=40&md5=1c9d10c3aff14dcee362604c42f151b9","Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Department of Accounting, Politeknik Negeri Bandung, Bandung, Indonesia; Department of Computer Engineering, Politeknik Negeri Bandung, Bandung, Indonesia; Independent Banking Consultant, Aceh, Indonesia; Faculty of International Finance, Universiti Malaysia Sabah, Kota Kinabalu, Malaysia","Suhartanto, D., Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Syarief, M.E., Department of Accounting, Politeknik Negeri Bandung, Bandung, Indonesia; Chandra Nugraha, A., Department of Computer Engineering, Politeknik Negeri Bandung, Bandung, Indonesia; Suhaeni, T., Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Masthura, A., Independent Banking Consultant, Aceh, Indonesia; Amin, H., Faculty of International Finance, Universiti Malaysia Sabah, Kota Kinabalu, Malaysia","Artificial intelligence; Islamic bank; Loyalty; Millennial; Mobile banking",,"This research was supported by The Government of The Republic of Indonesia, CQ. DRPM-POLBAN. No. B/138.12/PL1.R7/PG.00.03/2020.",,,,,,,,,,"Suhaeni, T.; Department of Business Administration, Indonesia; email: tintin.suhaeni@polban.ac.id","Emerald Group Holdings Ltd.",17590833,,,,"English","J. Islam. Mark.",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85109987507
"Reyes-Mercado P.","56102632600;","Societal Outcomes of Fintech",2021,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,,"171","185",,,"10.1007/978-3-030-53945-0_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109973205&doi=10.1007%2f978-3-030-53945-0_10&partnerID=40&md5=f5eeef09bfb187947a8c6e87843f385e","Universidad Anáhuac México, Huixquilucan, Estado de México, Mexico","Reyes-Mercado, P., Universidad Anáhuac México, Huixquilucan, Estado de México, Mexico",,,,,,,,,,,,,"Reyes-Mercado, P.; Universidad Anáhuac MéxicoMexico; email: pavel.reyes@anahuac.mx","Palgrave Macmillan",26623641,,,,"English","Palgrave Stud. Dem. Innov. Entrep.",Book Chapter,"Final","",Scopus,2-s2.0-85109973205
"Meiling L., Yahya F., Waqas M., Shaohua Z., Ali S.A., Hania A.","57225015927;56088311200;57213384398;57222636975;57225025377;56088111900;","Boosting Sustainability in Healthcare Sector through Fintech: Analyzing the Moderating Role of Financial and ICT Development",2021,"Inquiry (United States)","58",,,"","",,1,"10.1177/00469580211028174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108948515&doi=10.1177%2f00469580211028174&partnerID=40&md5=7b0d31d07638bbf49c3c0e3745a6ba4c","Guangzhou University, Guangzhou, China; Institute of Southern Punjab, Multan, Punjab, Pakistan; Jiangsu University, Jiangsu, China; COMSATS University Islamabad, Lahore Campus, Pakistan","Meiling, L., Guangzhou University, Guangzhou, China; Yahya, F., Institute of Southern Punjab, Multan, Punjab, Pakistan; Waqas, M., Jiangsu University, Jiangsu, China; Shaohua, Z., Guangzhou University, Guangzhou, China; Ali, S.A., COMSATS University Islamabad, Lahore Campus, Pakistan; Hania, A., Institute of Southern Punjab, Multan, Punjab, Pakistan","ESG; financial development; FinTech; ICT development; sustainable performance","article; Asia; drawing; financial management; health care cost; human; human experiment; theoretical study","The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The fourth author (Dr. Zhang Shaohua ) thanks partial financial support from Project “China’s ‘Missing Middle’: Typical Facts, Formation Mechanism and Macro Effects” (Grant No.71673253) and Project “China’s ‘Missing Middle’: Typical Facts, Formation Mechanism and Macro Effects” (Grant No.72073038) supported by the National Natural Science Foundation of China.",,,,,,,,,,"Yahya, F.; Institute of Southern PunjabPakistan; email: farzan.yahya@yahoo.com","SAGE Publications Inc.",00469580,,INQYA,"34167365","English","Inquiry",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108948515
"Takeda A., Ito Y.","57224907337;57201731007;","A review of FinTech research",2021,"International Journal of Technology Management","86","1",,"67","88",,2,"10.1504/IJTM.2021.115761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108556738&doi=10.1504%2fIJTM.2021.115761&partnerID=40&md5=c793672e3f88756ded62a9a17a26cc33","Nagaoka University of Technology, 1603-1, Kamitomioka, Nagaoka, Niigata, 940-2188, Japan","Takeda, A., Nagaoka University of Technology, 1603-1, Kamitomioka, Nagaoka, Niigata, 940-2188, Japan; Ito, Y., Nagaoka University of Technology, 1603-1, Kamitomioka, Nagaoka, Niigata, 940-2188, Japan","Bank marketing; Crowdfunding; Financial inclusion; Financial innovation; FinTech; Information technology; Innovation management; IT; P2P lending; RegTech; Technology management","Engineering; Industrial management; Academic paper; European union; Financial innovation; Financial institution; Financial service; Research methodologies; Social issues; Fintech","This work was supported by Trust Forum Foundation and Ishii Memorial Securities Research Promotion Foundation.",,,,,,,,,,"Takeda, A.; Nagaoka University of Technology, 1603-1, Kamitomioka, Nagaoka, Japan; email: s177010@stn.nagaokaut.ac.jp","Inderscience Publishers",02675730,,IJTME,,"English","Int J Technol Manage",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85108556738
"Huang S.S.","57224867014;","Crypto assets regulation in the UK: an assessment of the regulatory effectiveness and consistency",2021,"Journal of Financial Regulation and Compliance","29","3",,"336","351",,2,"10.1108/JFRC-06-2020-0062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108439829&doi=10.1108%2fJFRC-06-2020-0062&partnerID=40&md5=303e555d4e9a9f390e0883b7c72e2c1d","School of Law, Bangor University, Bangor, United Kingdom","Huang, S.S., School of Law, Bangor University, Bangor, United Kingdom","Bitcoin; Crypto-assets regulation; Cryptocurrency; FinTech",,"The author would like to thank Dr Wei Shi and Dr Mark Hyland for their comments on early drafts of this paper.",,,,,,,,,,"Huang, S.S.; School of Law, United Kingdom; email: sherena.h@hotmail.com","Emerald Group Holdings Ltd.",13581988,,,,"English","J. Financ. Regul. Compliance",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85108439829
"Lockey S., Gillespie N., Holm D., Someh I.A.","56407079600;7007020700;57224809909;56103577700;","A review of trust in artificial intelligence: Challenges, vulnerabilities and future directions",2021,"Proceedings of the Annual Hawaii International Conference on System Sciences","2020-January",,,"5463","5472",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108370948&partnerID=40&md5=f1bf370ddd3faa23903d6557bf4c6e95","University of Queensland, Australia","Lockey, S., University of Queensland, Australia; Gillespie, N., University of Queensland, Australia; Holm, D., University of Queensland, Australia; Someh, I.A., University of Queensland, Australia",,"Systems science; Literature reviews; Multi-stakeholder approach; Artificial intelligence",,,,,,,,,,,,"IEEE Computer Society",15301605,9780998133140,,,"English","Proc. Annu. Hawaii Int. Conf. Syst. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85108370948
"O'Leary K., Nagle T., O'Reilly P., Papadopoulos-Filelis C., Dehghani M.","57195736850;24832439000;26536547300;57224820241;56583745200;","The sustainable value of open banking: Insights from an open data lens",2021,"Proceedings of the Annual Hawaii International Conference on System Sciences","2020-January",,,"5891","5901",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108370041&partnerID=40&md5=b019e0ffa36e274fd4b1fd1b0faa4073","University College Cork, Ireland","O'Leary, K., University College Cork, Ireland; Nagle, T., University College Cork, Ireland; O'Reilly, P., University College Cork, Ireland; Papadopoulos-Filelis, C., University College Cork, Ireland; Dehghani, M., University College Cork, Ireland",,"Banking; Competition; Banking IS; Customer benefits; Global analysis; Retail banking; Sustainable values; Through the lens; Open Data","Finally, we found three regions to be especially low in terms of maturity. Open Banking implementation efforts in the US are supported by the Dodd Frank act, which support the sharing of financial account and transaction data. Also, NACHA are looking to develop API standards. However, governance is more complicated considering the state-by-state basis by which laws are set. China is taking a laissez-faire approach to regulation, as is often the case in their FinTech sector, leaving the market to drive implementation standards. Open Banking Nigeria was launched by Open Technology Foundation, to roll out open APIs and encourage banks and TTP’s to adopt open standards for API implementation, however there is onamndated grulaetion.",,,,,,,,,,,"IEEE Computer Society",15301605,9780998133140,,,"English","Proc. Annu. Hawaii Int. Conf. Syst. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85108370041
"Areiqat A.Y., Alheet A.F., Qawasmeh R.A.A., Zamil A.M.","36835453800;57204912379;57216695883;57212472572;","Artificial intelligence and its drastic impact on e-commerce progress",2021,"Academy of Strategic Management Journal","20","SpecialIssue2",,"1","11",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107730612&partnerID=40&md5=e77b88ae1584346ca918384540114bda","Al-Ahliyya Amman University, Jordan; Prince Sattam bin Abdulaziz University, Saudi Arabia","Areiqat, A.Y., Al-Ahliyya Amman University, Jordan; Alheet, A.F., Al-Ahliyya Amman University, Jordan; Qawasmeh, R.A.A., Al-Ahliyya Amman University, Jordan; Zamil, A.M., Prince Sattam bin Abdulaziz University, Saudi Arabia","Artificial Intelligence; E-Commerce; Modern Communication Technology; Online Retailers",,,,,,,,,,,,"Areiqat, A.Y.; Al-Ahliyya Amman UniversityJordan","Allied Business Academies",15441458,,,,"English","Acad. Strateg. Manage. J",Article,"Final","",Scopus,2-s2.0-85107730612
"Pham T.P., Popesko B., Quddus A., Nguyen N.T.K.","57222585959;35622308700;57215830986;57224457574;","Innovation and Bank Efficiency in Vietnam and Pakistan",2021,"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration","29","2",,"","",,1,"10.46585/sp29021184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107604538&doi=10.46585%2fsp29021184&partnerID=40&md5=bffe902cf44e0db66530dc21f560ce75","Faculty of Management and Economics, School of Economics, Tomas Bata University in Zlin, Viet Nam; Faculty of Management and Economics, Tomas Bata University in Zlin, Czech Republic; Faculty of Management and Economics, Tomas Bata University in Zlin, Czech Republic; Agribank Tien Giang, Viet Nam","Pham, T.P., Faculty of Management and Economics, School of Economics, Tomas Bata University in Zlin, Viet Nam; Popesko, B., Faculty of Management and Economics, Tomas Bata University in Zlin, Czech Republic; Quddus, A., Faculty of Management and Economics, Tomas Bata University in Zlin, Czech Republic; Nguyen, N.T.K., Agribank Tien Giang, Viet Nam","Bank efficiency; Data envelopment analysis; Innovation; Pakistan; Vietnam",,,,,,,,,,,,"Pham, T.P.Mostní 5139, Czech Republic; email: tien@utb.cz","University of Pardubice",1211555X,,,,"English","Sci. Pap. Univ. Pardubice Ser. D Fac. Econ. Adm.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85107604538
"Almulla D., Aljughaiman A.A.","57224365021;8364836700;","Does financial technology matter? Evidence from an alternative banking system",2021,"Cogent Economics and Finance","9","1","1934978","","",,1,"10.1080/23322039.2021.1934978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107455385&doi=10.1080%2f23322039.2021.1934978&partnerID=40&md5=4e6e541099e6f5f837300676c9bbecf2","Business School, Finance Department, King Faisal University, Al-ahsa, Saudi Arabia","Almulla, D., Business School, Finance Department, King Faisal University, Al-ahsa, Saudi Arabia; Aljughaiman, A.A., Business School, Finance Department, King Faisal University, Al-ahsa, Saudi Arabia","conventional banks; financial performance; fintech firms; Fintech services; G20; G21; Islamic banks",,,,,,,,,,,,"Aljughaiman, A.A.; Abdullah A. Aljughaiman, Saudi Arabia; email: abjuqhaiman@kfu.edu.sa","Cogent OA",23322039,,,,"English","Cogent Econ. Finance",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85107455385
"Fabcic D.","57205130790;","Strong Customer Authentication in Online Payments Under GDPR and PSD2: A Case of Cumulative Application",2021,"IFIP Advances in Information and Communication Technology","619 IFIP",,,"78","95",,,"10.1007/978-3-030-72465-8_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107327768&doi=10.1007%2f978-3-030-72465-8_5&partnerID=40&md5=3f71ff794e9bb3e430764bce85fa9a57","Centre for IT & IP Law, KU Leuven, Leuven, Belgium","Fabcic, D., Centre for IT & IP Law, KU Leuven, Leuven, Belgium","Cybersecurity; Data protection; Payment services; Strong customer authentication","Compliance control; Controllers; Electronic commerce; Privacy by design; Regulatory compliance; Cyber security; General data protection regulations; Identity checks; Legal instruments; Legal obligations; On-line payment; Payment services; Security requirements; Authentication",,,,,,,,,,,"Fabcic, D.; Centre for IT & IP Law, Belgium; email: danaja.fabcic@kuleuven.be","Springer Science and Business Media Deutschland GmbH",18684238,9783030724641,,,"English","IFIP Advances in Information and Communication Technology",Conference Paper,"Final","",Scopus,2-s2.0-85107327768
"Ryan P., Crane M., Brennan R.","57219131815;8660401100;36447456700;","GDPR Compliance Tools: Best Practice from RegTech",2021,"Lecture Notes in Business Information Processing","417",,,"905","929",,1,"10.1007/978-3-030-75418-1_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106450406&doi=10.1007%2f978-3-030-75418-1_41&partnerID=40&md5=e40ffc83ddf1a7a0a6752313530f505e","ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland; Uniphar PLC, Dublin, Ireland","Ryan, P., ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland, Uniphar PLC, Dublin, Ireland; Crane, M., ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland; Brennan, R., ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland","Accountability; Compliance; Data protection officer; GDPR; RegTech","Demonstrations; Information systems; Information use; Interoperability; Privacy by design; Complex processing; Data governances; Geographical locations; Heterogeneous processing; Regulatory frameworks; Regulatory requirements; Software solution; Technological solution; Regulatory compliance","Acknowledgements. This work is partially supported by Uniphar PLC., and the ADAPT Centre for Digital Content Technology which is funded under the SFI Research Centres Programme (Grant 13/RC/2106) and is co-funded under the European Regional Development Fund.",,,,,,,,,,"Ryan, P.; ADAPT Centre, Ireland; email: paul.ryan76@mail.dcu.ie","Springer Science and Business Media Deutschland GmbH",18651348,9783030754174,,,"English","Lect. Notes Bus. Inf. Process.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85106450406
