Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Miaz M.H., Ali M.","43261770700;55470911800;","Integration of blockchain and IoT: An enhanced security perspective",2020,"Annals of Emerging Technologies in Computing","4","4",,"52","63",,4,"10.33166/AETiC.2020.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092194452&doi=10.33166%2fAETiC.2020.04.006&partnerID=40&md5=6023cbe2efc578c930d4f74894234100","Xiamen University MalaysiaSelangor, Malaysia; Wrexham Glyndŵr University, Wrexham, United Kingdom; Epoka University, Tiranë, Albania","Miaz, M.H., Xiamen University MalaysiaSelangor, Malaysia, Wrexham Glyndŵr University, Wrexham, United Kingdom; Ali, M., Epoka University, Tiranë, Albania","Blockchain; Blockchain of Things (BCoT); Distributed Ledger Technology (DLT); Internet of Things (IoT); Proof-of-Work (PoW); Security","Blockchain; Cryptocurrency; Cryptography; Ecosystems; Asymmetric encryption; Cryptographic techniques; Distributed consensus; Diverse domains; Monetary system; Recent researches; Security and privacy; Security aspects; Internet of things",,,,,,,,,,,"Miaz, M.H.; Xiamen University MalaysiaMalaysia; email: m.miraz@ieee.org
Miaz, M.H.; Wrexham Glyndŵr UniversityUnited Kingdom; email: m.miraz@ieee.org","International Association for Educators and Researchers (IAER)",25160281,,,,"English","Ann. Emer. Tech. Comp.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85092194452
"Ionescu L.","55599363300;","Digital data aggregation, analysis, and infrastructures in fintech operations",2020,"Review of Contemporary Philosophy","19",,,"92","98",,15,"10.22381/RCP19202010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091821338&doi=10.22381%2fRCP19202010&partnerID=40&md5=dd8c8f97f8e1fe28c3e9123e75dfdc38","Spiru Haret University, Bucharest, Romania","Ionescu, L., Spiru Haret University, Bucharest, Romania","Digital data; Financial; FinTech; Innovative; Service; Technology-enabled",,,,,,,,,,,,"Ionescu, L.; Spiru Haret UniversityRomania; email: se_lionescu@spiruharet.ro","Addleton Academic Publishers",18415261,,,,"English","Rev. Contemp. Philos.",Article,"Final","",Scopus,2-s2.0-85091821338
"Huang K., Madnick S.","54913358300;7003477810;","Cyber securing cross-border financial services: The need for a financial cybersecurity action task force",2020,"Journal of Information Systems Security","16","2",,"79","97",,1,"10.2139/ssrn.3544325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091801080&doi=10.2139%2fssrn.3544325&partnerID=40&md5=119ffb2add66b885cc531fa29a45f4e8","Sloan School of Management, Massachusetts Institute of Technology, United States","Huang, K., Sloan School of Management, Massachusetts Institute of Technology, United States; Madnick, S., Sloan School of Management, Massachusetts Institute of Technology, United States","Cross-border Financial Services; Cybersecurity Risk; Financial Cybersecurity Action Task Force; Trade Restrictions",,"1 The research reported herein was supported in part by the MIT Internet Research Policy Initiative, which is funded by the Hewlett Foundation, Cybersecurity at MIT Sloan, which is funded by a consortium of organizations, and MIT Policy Lab at the Center for International Studies (MIT IPL). An earlier version of this paper was presented at the 19th Annual Security Conference, March 30-April 1, 2020. This conference is part of the Vegas Conferences organized by the Information Institute. We would like to thank the editors, reviewers and participants of the conference for providing constructive feedback and comments on earlier versions of this article. We also would like to thank Annika Kim for her support for this project.",,,,,,,,,,,"Information Institute",15510123,,,,"English","J. Inf. Sys. Secur.",Article,"Final","",Scopus,2-s2.0-85091801080
"Thilakarathne D.J., Al Haider N., Bosman J.","55609410100;36660568300;57213122470;","Human-centred automated reasoning for regulatory reporting via knowledge-driven computing",2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12144 LNAI",,,"393","406",,1,"10.1007/978-3-030-55789-8_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091305741&doi=10.1007%2f978-3-030-55789-8_35&partnerID=40&md5=213c4e18f1d8a8e2fd72005238beaca4","ING Tech R&D, ING Bank, Haarlerbergweg 13-19, Amsterdam, CH  1101, Netherlands","Thilakarathne, D.J., ING Tech R&D, ING Bank, Haarlerbergweg 13-19, Amsterdam, CH  1101, Netherlands; Al Haider, N., ING Tech R&D, ING Bank, Haarlerbergweg 13-19, Amsterdam, CH  1101, Netherlands; Bosman, J., ING Tech R&D, ING Bank, Haarlerbergweg 13-19, Amsterdam, CH  1101, Netherlands","Banking; Compliance; Explainability; Finance; Human-centred; Knowledge systems; Reasoning; RegTech; Regulations; Rule-based systems","Context free grammars; Context free languages; Intelligent systems; Automated reasoning; Controlled natural language; Financial regulations; Formal representations; Laws and regulations; Level of automations; Statistical reporting; Subject matter experts; Laws and legislation",,,,,,,,,,,"Thilakarathne, D.J.; ING Tech R&D, Haarlerbergweg 13-19, Netherlands; email: Dilhan.Thilakarathne@ing.com","Springer Science and Business Media Deutschland GmbH",03029743,9783030557881,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85091305741
"Daluwathumullagamage D.J., Sims A.","57239747800;9133726900;","Blockchain-enabled corporate governance and regulation",2020,"International Journal of Financial Studies","8","2","36","1","41",,6,"10.3390/ijfs8020036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090719283&doi=10.3390%2fijfs8020036&partnerID=40&md5=c2bc85b3ca6cddcc74ff152bf5b66a79","Department of Accounting and Finance, Department of Commercial Law, University of Auckland, Auckland, 1021, New Zealand","Daluwathumullagamage, D.J., Department of Accounting and Finance, Department of Commercial Law, University of Auckland, Auckland, 1021, New Zealand; Sims, A., Department of Accounting and Finance, Department of Commercial Law, University of Auckland, Auckland, 1021, New Zealand","Blockchain; Corporate governance; Corporate voting; Disruptive technology; Smart contracts; Tokenisation",,,,,,,,,,,,"Daluwathumullagamage, D.J.; Department of Accounting and Finance, New Zealand; email: d.jayasuriya@auckland.ac.nz","MDPI Multidisciplinary Digital Publishing Institute",22277072,,,,"English","Intern. J. Financial Stud.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090719283
"Liao F.","42861676000;","Does china need the regulatory sandbox? A preliminary analysis of its desirability as an appropriate mechanism for regulating fintech in China",2020,"Perspectives in Law, Business and Innovation",,,,"81","95",,1,"10.1007/978-981-15-5819-1_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090257795&doi=10.1007%2f978-981-15-5819-1_5&partnerID=40&md5=a6362420ca44f155c03ce206e5eed187","Institute of International Law, CASS, Beijing, China","Liao, F., Institute of International Law, CASS, Beijing, China","Adaptive regulation; Disruptive innovation; Financial technology (fintech); Regulatory sandbox; Regulatory technology (regtech)",,,,,,,,,,,,"Liao, F.; Institute of International Law, China; email: liaofan@cass.org.cn","Springer",25201875,,,,"English","Perspect. Law Bus. Innov.",Book Chapter,"Final","",Scopus,2-s2.0-85090257795
"Chen C.","57194081516;","Rethinking the regulatory sandbox for financial innovation: An assessment of the UK and Singapore",2020,"Perspectives in Law, Business and Innovation",,,,"11","30",,,"10.1007/978-981-15-5819-1_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090255424&doi=10.1007%2f978-981-15-5819-1_2&partnerID=40&md5=d7a2a920b4d776b3bf8c3ec24e8e0956","School of Law, Singapore Management University, Singapore, Singapore","Chen, C., School of Law, Singapore Management University, Singapore, Singapore","Financial innovation; Financial regulation; Financial technology; Fintech; Regulatory sandbox",,,,,,,,,,,,"Chen, C.; School of Law, Singapore; email: chchen@smu.edu.sg","Springer",25201875,,,,"English","Perspect. Law Bus. Innov.",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85090255424
"Nichkasova Y., Shmarlouskaya H.","57212195989;57210997595;","Financial technologies as a driving force for business model transformation in the banking sector",2020,"International Journal of Business and Globalisation","25","4",,"419","447",,2,"10.1504/IJBG.2020.109120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090115616&doi=10.1504%2fIJBG.2020.109120&partnerID=40&md5=b5c5bb030af9cdb9c014424ec07ce18c","Department of Finance, Faculty of Economics, L.N. Gumilev Eurasian National University, Astana, Kazakhstan; Department of International Business, School of International Economic Relations, Belarusian State Economic University, Minsk, Belarus","Nichkasova, Y., Department of Finance, Faculty of Economics, L.N. Gumilev Eurasian National University, Astana, Kazakhstan; Shmarlouskaya, H., Department of International Business, School of International Economic Relations, Belarusian State Economic University, Minsk, Belarus","Analytic era; Banking business model; Blockchain technology; Crowdfunding; Digital analytics platform; Digitalisation; Financial networking; Financial technologies; Kazakhstan; Neo-banks; Transformation",,,,,,,,,,,,"Nichkasova, Y.; Department of Finance, Kazakhstan; email: y.nichkasova@gmail.com","Inderscience Publishers",17533627,,,,"English","Int. J. Bus. Globalisation",Article,"Final","",Scopus,2-s2.0-85090115616
"Turishcheva T.B., Chaykovskaya L.A., Alekhina N.A., Klochko E.N., Voronkova O.Y., Gumerova M.M.","57204154627;57192888110;57210971811;56685355500;57204629646;57203942905;","Subordinate control as an element of implementation in the internal control system of autonomous clinical",2020,"International Journal of Pharmaceutical Research","12",,,"2027","2036",,,"10.31838/ijpr/2020.SP1.300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090027353&doi=10.31838%2fijpr%2f2020.SP1.300&partnerID=40&md5=0845c57df65a397b43e96e60acf518a2","Financial University under the Government of the Russian Federation, Moscow, Russian Federation; Plekhanov Russian University of Economics, Moscow, Russian Federation; I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, Russian Federation; Kuban State Agrarian University named after I.T. Trubilin, Krasnodar, Russian Federation; Altai State University, Barnaul, Russian Federation; Naberezhnye Chelny State Pedagogical University, Naberezhnye Chelny, Russian Federation","Turishcheva, T.B., Financial University under the Government of the Russian Federation, Moscow, Russian Federation, Plekhanov Russian University of Economics, Moscow, Russian Federation; Chaykovskaya, L.A., Plekhanov Russian University of Economics, Moscow, Russian Federation; Alekhina, N.A., I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, Russian Federation; Klochko, E.N., Kuban State Agrarian University named after I.T. Trubilin, Krasnodar, Russian Federation; Voronkova, O.Y., Altai State University, Barnaul, Russian Federation; Gumerova, M.M., Naberezhnye Chelny State Pedagogical University, Naberezhnye Chelny, Russian Federation","Departmental Control In The Field Of Procurement; Internal Clinical Control; Internal Financial Audit; Subordinate Control","accounting; article; control system; controlled study; human","174-FZ of November 3, 2006 ""On Autonomous Institutions"" and the Federal Law No. 7-FZ of January 12, 1996 ""On Noncommercial Organizations"". Subordinate control is performed by the main commodity manager (administrator) of budgetary funds to comply with the conditions, goals, and procedures established when providing budgetary allocations to autonomous institutions for the provision of state (municipal) services in the form of a subsidy for financial support for the fulfillment of state (municipal) assignment. b) Departmental control in the field of procurement under the Federal Law No. 223-FZ of July 18, 2011 ""On Procurement of Goods, Works, and Services by Certain Types of Legal Entities"". Furthermore, the internal control of economic activity implemented by founders and autonomous institutions aims at ensuring the efficiency and effectiveness of the economic entity, reliability and timeliness of accounting (financial) statements, as well as compliance with the legislation of the Russian Federation. Consequently, the main managers (administrators) of budget funds have a significant share of control powers in relation to the internal organization of financial and economic activities of economic entities. This involves subordinate control over the activities of subordinate institutions (Figure 1).","Summing up the characteristics of the key elements of various forms of control implemented by the main managers (administrators) of budget funds who are the founders, let us note that one of the goals of internal financial control is to ensure the efficient execution of the budget for expenses. This goal cannot be fully achieved without monitoring the financial and economic activities of autonomous institutions, the financial support of which to a large extent depends on budgetary funds provided by the founder. This statement is justified by the fact that the subsidy for financial support for the fulfillment of the state (municipal) assignment, the subsidy for other purposes, the subsidy to make capital investments, and grants in the form of subsidies are provided to autonomous institutions within the limits of budgetary obligations communicated to the founder as the recipient of budgetary funds under expenditures classification codes of budgets of the Russian Federation (Akhmadeev, 2019). Therefore, control over the use of budget funds by subordinate institutions acting as intermediaries between the main managers of budget funds and the final recipients of services is an integral element of the effective fulfillment of expenditure obligations of the Russian Federation, a constituent entity of the Russian Federation or a municipality. At the same time, departmental control is aimed at ensuring compliance by subordinate autonomous institutions with the legislation of the Russian Federation in the field of procurement. It is fair to say that procurement is one use of budget allocations provided to autonomous institutions by the main managers of budget funds. Consequently, the authority of departmental control in the procurement sphere is partly included in the authority of internal financial control when implementing control over the level of jurisdiction. The financial and economic activities of subordinate institutions are not included in the list of objects of internal financial audit, which is a risk zone in terms of the efficient use of budget funds. Summarizing the above, the question of determining the importance of subordinate and departmental control in the existing system of financial control over the activities of autonomous institutions becomes obvious. It is necessary to increase the efficiency of internal financial control, internal financial audit, subordinate and departmental control. This can be achieved through modernizing the system of supervisory powers of the main budgetary funds' managers through the introduction of subordinate and departmental control as part of internal financial control (Polyakova, 2018).",,,,,,,,,,"Advanced Scientific Research",09752366,,,,"English","Int. J. Pharm. Res.",Article,"Final","",Scopus,2-s2.0-85090027353
"Barata S.L., Cunha P.R., Vieira-Pires R.S.","56941732300;57218586455;36672116500;","I rest my case! the possibilities and limitations of blockchain-based ip protection",2020,"Lecture Notes in Information Systems and Organisation","39 LNISO",,,"57","73",,1,"10.1007/978-3-030-49644-9_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089658087&doi=10.1007%2f978-3-030-49644-9_4&partnerID=40&md5=346b9d8fa42791d5f5ba30e15526f155","Centre for Informatics and Systems of the University of Coimbra, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Center for Neuroscience and Cell Biology and Institute for Biomedical Imaging and Life Sciences (CNC.IBILI), University of Coimbra, Coimbra, Portugal","Barata, S.L., Centre for Informatics and Systems of the University of Coimbra, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Cunha, P.R., Centre for Informatics and Systems of the University of Coimbra, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Vieira-Pires, R.S., Center for Neuroscience and Cell Biology and Institute for Biomedical Imaging and Life Sciences (CNC.IBILI), University of Coimbra, Coimbra, Portugal","Antibodies; Blockchain; Intellectual property",,"Acknowledgements. This work is partially financed by national funds through the FCT -Foundation for Science and Technology, I.P., within the scope of the project CISUC - UID/CEC/00326/2019 and by the European Regional Development Fund (ERDF), through the COMPETE 2020 - Operational Programme for Competitiveness and Internationalization and Portuguese national funds via FCT – Fundação para a Ciência e a Tecnologia, under projects projects POCI-01-0145-FEDER-030550 (BYDRUG) and POCI-01-0145-FEDER-007440| UID/NEU/04539/2019 (CNC.IBILI).","This work is partially financed by national funds through the FCT-Foundation for Science and Technology, I.P., within the scope of the project CISUC-UID/CEC/00326/2019 and by the European Regional Development Fund (ERDF), through the COMPETE 2020-Operational Programme for Competitiveness and Internationaliza-tion and Portuguese national funds via FCT ? Funda??o para a Ci?ncia e a Tecnologia, under projects projects POCI-01-0145-FEDER-030550 (BYDRUG) and POCI-01-0145-FEDER-007440| UID/NEU/04539/2019 (CNC.IBILI).",,,,,,,,,"Barata, S.L.; Centre for Informatics and Systems of the University of Coimbra, Portugal; email: sofbarata@dei.uc.pt","Springer",21954968,9783030496432,,,"English","Lect. Notes Inf. Sys. Organ.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85089658087
"Dashkevich N., Counsell S., Destefanis G.","57218555138;7005059140;55303609700;","Blockchain Application for Central Banks: A Systematic Mapping Study",2020,"IEEE Access","8",,"9149861","139918","139952",,9,"10.1109/ACCESS.2020.3012295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089554962&doi=10.1109%2fACCESS.2020.3012295&partnerID=40&md5=b7f278291cb0c7678abded4d79d2bca2","Department of Computer Science, Brunel University London, London, United Kingdom","Dashkevich, N., Department of Computer Science, Brunel University London, London, United Kingdom; Counsell, S., Department of Computer Science, Brunel University London, London, United Kingdom; Destefanis, G., Department of Computer Science, Brunel University London, London, United Kingdom","assets ownership; Assets transfer; audit trail; blockchain; CBDC; central bank; central bank digital currency; challenges; distributed ledger technology; DLT; financial regulation; literature review; mapping study; opportunities; payment clearing and settlement; PCS; regulatory compliance; research maturity; research trend; use-case","Mapping; Regulatory compliance; Academic literature; Depth assessment; Paper analysis; Research efforts; Research topics; Settlement systems; Systematic mapping studies; Thematic analysis; Blockchain","The work of Natalia Dashkevich was supported by a Ph.D. Studentship from the Engineering and Physical Sciences Research Council (EPSRC), U.K., under Grant EP/R512497/1.",,,,,,,,,,"Counsell, S.; Department of Computer Science, United Kingdom; email: steve.counsell@brunel.ac.uk","Institute of Electrical and Electronics Engineers Inc.",21693536,,,,"English","IEEE Access",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089554962
"Kurum E.","57216852313;","RegTech solutions and AML compliance: what future for financial crime?",2020,"Journal of Financial Crime",,,,"","",,5,"10.1108/JFC-04-2020-0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085058961&doi=10.1108%2fJFC-04-2020-0051&partnerID=40&md5=6d370fd4865f7b43b40c571f803159a6","AML Forensic library KPMG Luxembourg Société Cooperative, Luxembourg, Luxembourg","Kurum, E., AML Forensic library KPMG Luxembourg Société Cooperative, Luxembourg, Luxembourg","Compliance; Financial crime; Money laundering; RegTech; Technology",,,,,,,,,,,,"Kurum, E.; AML Forensic library KPMG Luxembourg Société CooperativeLuxembourg; email: esman.kurum@gmail.com","Emerald Group Publishing Ltd.",13590790,,,,"English","J. Financ. Crime",Article,"Article in Press","",Scopus,2-s2.0-85085058961
"Wójcik M.","56637827700;","Augmented intelligence technology. The ethical and practical problems of its implementation in libraries",2020,"Library Hi Tech","39","2",,"435","447",,3,"10.1108/LHT-02-2020-0043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084974954&doi=10.1108%2fLHT-02-2020-0043&partnerID=40&md5=297d39a53873b1649e2fd018e0654f34","Faculty of Management and Social Communication, Institute of Information Studies, Jagiellonian University, Kraków, Poland","Wójcik, M., Faculty of Management and Social Communication, Institute of Information Studies, Jagiellonian University, Kraków, Poland","Augmented intelligence; Emerging technologies; Information technologies; Library services; Library trends",,"Author would like to thank Mike Timberlake for proofreading.",,,,,,,,,,"Wójcik, M.; Faculty of Management and Social Communication, Poland; email: magda.wojcik@uj.edu.pl","Emerald Group Holdings Ltd.",07378831,,,,"English","Libr. Hi Tech",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85084974954
"Thuvarakan M.","57216829975;","Regulatory changes for redesigned securities markets with distributed ledger technology",2020,"Knowledge Engineering Review",,,"e14","","",,,"10.1017/S0269888920000223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084799126&doi=10.1017%2fS0269888920000223&partnerID=40&md5=b0e5dbaafcf9af92e84e0ffc8bac106f","College of Law, Australian National University, Canberra, Australia","Thuvarakan, M., College of Law, Australian National University, Canberra, Australia",,,,,,,,,,,,,"Thuvarakan, M.; College of Law, Australia; email: u6082768@anu.edu.au","Cambridge University Press",02698889,,KEREE,,"English","Knowl Eng Rev",Article,"Article in Press","",Scopus,2-s2.0-85084799126
"Pocher N.","57216152287;","The internet of money between anonymity and publicity: Legal challenges of distributed ledger technologies in the crypto financial landscape",2020,"CEUR Workshop Proceedings","2598",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084542679&partnerID=40&md5=87cf9f28ffb26b404f59e83b2c0184d6","Universitat Autònoma de Barcelona, Spain; K.U. Leuven, Belgium; Università di Bologna, Law, Science and Technology: Rights of Internet of Everything Joint Doctorate, LaST-JD-RIoE MSCA ITN EJD n. 814177, Italy","Pocher, N., Universitat Autònoma de Barcelona, Spain, K.U. Leuven, Belgium, Università di Bologna, Law, Science and Technology: Rights of Internet of Everything Joint Doctorate, LaST-JD-RIoE MSCA ITN EJD n. 814177, Italy","AML; Blockchain; CFT; Cryptocurrencies; DLT; Internet of Money; Privacy; Pseudonymity; Traceability; Transparency","Economics; Transparency; Financial system; Virtual currency; Laws and legislation",,,,,,,,,,,"Pocher, N.; Universitat Autònoma de BarcelonaSpain; email: nadia.pocher@uab.cat","CEUR-WS",16130073,,,,"English","CEUR Workshop Proc.",Conference Paper,"Final","",Scopus,2-s2.0-85084542679
"Kapsis I.","36490016800;","Blockchain and cryptocurrencies: Essential tools in a two-tier financial system",2020,"Capital Markets Law Journal","15","1",,"18","47",,,"10.1093/cmlj/kmz025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084355811&doi=10.1093%2fcmlj%2fkmz025&partnerID=40&md5=f84cdef053657ebf711c28f09755f071","Law School, University for Bradford, United Kingdom","Kapsis, I., Law School, University for Bradford, United Kingdom",,,,,,,,,,,,,"Kapsis, I.; Law School, United Kingdom; email: I.Kapsis@bradford.ac.uk","Oxford University Press",17507219,,,,"English","Cap. Mark. Law J.",Article,"Final","",Scopus,2-s2.0-85084355811
"Waye V.","36610859500;","Regtech: A new frontier in legal scholarship",2020,"Adelaide Law Review","40","1",,"363","386",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083977765&partnerID=40&md5=f7e6096747f7fe41aeaba1a78bc444f4","University of South Australia, Australia","Waye, V., University of South Australia, Australia",,,,,,,,,,,,,"Waye, V.; University of South AustraliaAustralia","University of Adelaide",00651915,,,,"English","Adelaide Law Rev.",Article,"Final","",Scopus,2-s2.0-85083977765
"Rabbani M.R., Khan S., Thalassinos E.I.","57216123332;57203386251;25636208400;","FinTech, blockchain and Islamic finance: An extensive literature review",2020,"International Journal of Economics and Business Administration","8","2",,"65","86",,26,"10.35808/ijeba/444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083876009&doi=10.35808%2fijeba%2f444&partnerID=40&md5=5188ba4b0633ebc32b277a2a1b3fed88","Department of Finance and Accounting, College of Business Administration, Kingdom University, Bahrain; Department of Information Technology, University College of Bahrain, Bahrain; University of Pireaus, Greece; University of Malta, Malta","Rabbani, M.R., Department of Finance and Accounting, College of Business Administration, Kingdom University, Bahrain; Khan, S., Department of Information Technology, University College of Bahrain, Bahrain; Thalassinos, E.I., University of Pireaus, Greece, University of Malta, Malta","Blockchain; Cryptocurrency; FinTech; Islamic finance; Sharia compliance",,,,,,,,,,,,,"International Strategic Management Association",22414754,,,,"English","Int. J. Econ. Bus. Adm.",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85083876009
"Abdeldayem M.M., Al Dulaimi S.H.","55246621700;57160200600;","Trends ofglobal fintech education practices and the gcc perspective",2020,"International Journal of Advanced Science and Technology","29","3",,"7150","7163",,16,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083176304&partnerID=40&md5=bd816761a05326b1f3ce59f0518b4671","Cairo University, Egypt; College of Administrative Sciences, Applied Science University (ASU), P.O Box 5055, Manama, Bahrain; College of Administrative Sciences, Applied Science University (ASU), Bahrain","Abdeldayem, M.M., Cairo University, Egypt, College of Administrative Sciences, Applied Science University (ASU), P.O Box 5055, Manama, Bahrain; Al Dulaimi, S.H., College of Administrative Sciences, Applied Science University (ASU), Bahrain","Blockchain; Finance; Financial Technology; Fintech Education; GCC; Higher Education",,,,,,,,,,,,"Abdeldayem, M.M.; Cairo UniversityEgypt; email: Marwan.abdeldayem@asu.edu.bh","Science and Engineering Research Support Society",20054238,,,,"English","Int. J. Adv. Sci. Technol.",Article,"Final","",Scopus,2-s2.0-85083176304
"Pocher N.","57216152287;","The open legal challenges of pursuing AML/CFT accountability within privacy-enhanced IoM ecosystems",2020,"CEUR Workshop Proceedings","2580",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082706792&partnerID=40&md5=c231e9d2fa7a18da55e079a325fca879","Universitat Autonoma de Barcelona, Spain; K.U. Leuven, Belgium; Università di Bologna, Spain","Pocher, N., Universitat Autonoma de Barcelona, Spain, K.U. Leuven, Belgium, Università di Bologna, Spain",,"Ecosystems; Laundering; Terrorism; Anti-money laundering; Counter terrorists; Financial system; Legal frameworks; Money laundering; Research papers; Technological feature; Virtual currency; Finance","∗This work has received funding from the European Union’s Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie ITN EJD grant agreement No. 814177. Copyright ©c 2020 for this paper by its author. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0). 1Reference is to the definition of “disruptive technologies” as “those that fundamentally alter the way we live, work, and relate to one another” [27].",,,,,,,,,,"Pocher, N.; Universitat Autonoma de BarcelonaSpain; email: nadia.pocher@uab.cat","CEUR-WS",16130073,,,,"English","CEUR Workshop Proc.",Conference Paper,"Final","",Scopus,2-s2.0-85082706792
"Iman N.","56354715800;","The rise and rise of financial technology: The good, the bad, and the verdict",2020,"Cogent Business and Management","7","1","1725309","","",,9,"10.1080/23311975.2020.1725309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079413496&doi=10.1080%2f23311975.2020.1725309&partnerID=40&md5=3667f4d62cdca6a42f18e134a2e141b7","Department of Management, Faculty of Economics and Business, Universitas Gadjah Mada, Jl. Sosio Humaniora 1, Bulaksumur, Yogyakarta  55281, Indonesia","Iman, N., Department of Management, Faculty of Economics and Business, Universitas Gadjah Mada, Jl. Sosio Humaniora 1, Bulaksumur, Yogyakarta  55281, Indonesia","financial technology; fintech; review article",,"The author would like to thank participants of the 2019 British Academy of Management meeting in Birmingham for their valuable feedback. This research was supported by the Ministry of Research, Technology and Higher Education of the Republic of Indonesia through 2019 Post-doctoral Program.",,,,,,,,,,"Iman, N.; Department of Management, Jl. Sosio Humaniora 1, Indonesia; email: nofie.iman@ugm.ac.id","Cogent OA",23311975,,,,"English","Cogent Bus. Manag.",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85079413496
"Hasan M.M., Yajuan L., Mahmud A.","57210554019;57210552450;57214804497;","Regional Development of China’s Inclusive Finance Through Financial Technology",2020,"SAGE Open","10","1",,"","",,20,"10.1177/2158244019901252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079194756&doi=10.1177%2f2158244019901252&partnerID=40&md5=dd198a59d090f167ff53ad4eeb8c7258","School of Finance, Nanjing Audit University, China; Xuzhou Medical University, Xuzhou, China; School of Management, University of Science and Technology of China, Hefei, China","Hasan, M.M., School of Finance, Nanjing Audit University, China; Yajuan, L., School of Finance, Nanjing Audit University, China, Xuzhou Medical University, Xuzhou, China; Mahmud, A., School of Management, University of Science and Technology of China, Hefei, China","Chinese economy; financial inclusion; FinTech; inclusive development; inclusive finance; internet finance; mobile payment",,"The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This study received financial support from Professor Lu Yajuan (Xuzhou Medical University, Xuzhou and School of Finance, Nanjing Audit University, Nanjing, China).",,,,,,,,,,"Yajuan, L.; School of Finance, China; email: luyajuan66@126.com","SAGE Publications Inc.",21582440,,,,"English","SAGE Open",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85079194756
