Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Muryanto Y.T., Kharisma D.B., Ciptorukmi Nugraheni A.S.","57198451580;57219915048;57216459140;","Prospects and challenges of Islamic fintech in Indonesia: a legal viewpoint",2022,"International Journal of Law and Management","64","2",,"239","252",,3,"10.1108/IJLMA-07-2021-0162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117229183&doi=10.1108%2fIJLMA-07-2021-0162&partnerID=40&md5=8d8cec8a100ba32ca3fcc3172c67b2ce","Faculty of Law, Sebelas Maret University, Surakarta, Indonesia; Department of Business Law, Faculty of Law, Universitas Sebelas Maret, Surakarta, Indonesia","Muryanto, Y.T., Faculty of Law, Sebelas Maret University, Surakarta, Indonesia; Kharisma, D.B., Department of Business Law, Faculty of Law, Universitas Sebelas Maret, Surakarta, Indonesia; Ciptorukmi Nugraheni, A.S., Department of Business Law, Faculty of Law, Universitas Sebelas Maret, Surakarta, Indonesia","Business law; Financial technology law; Indonesia; Islamic fintech; Law and regulation; Legal framework",,,,,,,,,,,,"Muryanto, Y.T.; Faculty of Law, Indonesia; email: yudhotaruno@staff.uns.ac.id","Emerald Group Holdings Ltd.",1754243X,,,,"English","Int. J. Law Manage.",Article,"Final","",Scopus,2-s2.0-85117229183
"Łasak P., Gancarczyk M.","57211960019;56378378900;","Transforming the scope of the bank through fintechs: toward a modularized network governance",2022,"Journal of Organizational Change Management","35","1",,"186","208",,1,"10.1108/JOCM-05-2021-0147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120732249&doi=10.1108%2fJOCM-05-2021-0147&partnerID=40&md5=712836bb4c14a01f46692af64f707349","Department of Finance and International Economics, Faculty of Management and Social Communication, Jagiellonian University, Krakow, Poland","Łasak, P., Department of Finance and International Economics, Faculty of Management and Social Communication, Jagiellonian University, Krakow, Poland; Gancarczyk, M., Department of Finance and International Economics, Faculty of Management and Social Communication, Jagiellonian University, Krakow, Poland","Bank governance; Financial technologies; Organizational boundaries; Transaction cost economics",,,,,,,,,,,,"Gancarczyk, M.; Department of Finance and International Economics, Poland; email: marta.gancarczyk@uj.edu.pl","Emerald Group Holdings Ltd.",09534814,,,,"English","J. Organ. Change Manage.",Article,"Final","",Scopus,2-s2.0-85120732249
"Singh C., Zhao L., Lin W., Ye Z.","56409345900;57226554307;57217310795;57217302675;","Can machine learning, as a RegTech compliance tool, lighten the regulatory burden for charitable organisations in the United Kingdom?",2022,"Journal of Financial Crime","29","1",,"45","61",,,"10.1108/JFC-06-2021-0131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111936829&doi=10.1108%2fJFC-06-2021-0131&partnerID=40&md5=96bcb32e3833a9af1dd3a5bfcfe31108","Holborn Chambers and Business School, University of Westminster, London, United Kingdom; School of Law, University of Chinese Academy of Social Sciences, Beijing, China; Department of Law, Coventry University, Coventry, United Kingdom; 3PB, London, United Kingdom","Singh, C., Holborn Chambers and Business School, University of Westminster, London, United Kingdom; Zhao, L., School of Law, University of Chinese Academy of Social Sciences, Beijing, China; Lin, W., Department of Law, Coventry University, Coventry, United Kingdom; Ye, Z., 3PB, London, United Kingdom","CharityTech; English law; Machine learning; RegTech; Unsupervised learning",,"The Commission is funded by the UK Government and like Companies House, undertakes the registration process and maintains the register and can also deregister (close down) a charity. Note; charitable trusts are enforced in the name of the Crown by the Attorney General.",,,,,,,,,,"Singh, C.; Holborn Chambers and Business School, United Kingdom; email: c.Singh1@westminster.ac.uk","Emerald Group Holdings Ltd.",13590790,,,,"English","J. Financ. Crime",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85111936829
"Austin R.E., Dunham L.M.","57657124000;7003756832;","Do FinTech acquisitions improve the operating performance or risk profiles of acquiring firms?",2022,"Journal of Economics and Business",,,"106078","","",,,"10.1016/j.jeconbus.2022.106078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132190929&doi=10.1016%2fj.jeconbus.2022.106078&partnerID=40&md5=f833945cfa7e99d85094c5fbac47e5e4","Missouri State University, Assistant Professor of Information Tech and Cybersecurity, College of Business, 901 South National Avenue, Springfield, MO  65897, United States; Creighton University, Professor of Finance, Heider College of Business, Department of Economics and Finance, 2500 California Plaza, Omaha, NE, 68178, United States","Austin, R.E., Missouri State University, Assistant Professor of Information Tech and Cybersecurity, College of Business, 901 South National Avenue, Springfield, MO  65897, United States; Dunham, L.M., Creighton University, Professor of Finance, Heider College of Business, Department of Economics and Finance, 2500 California Plaza, Omaha, NE, 68178, United States","FinTech; Firm performance; Firm risk; M&A",,,,,,,,,,,,"Dunham, L.M.; Creighton University, 2500 California Plaza, Omaha, United States; email: leedunham@creighton.edu","Elsevier Inc.",01486195,,JEBUD,,"English","J. Econ. Bus.",Article,"Article in Press","",Scopus,2-s2.0-85132190929
"Balavenu R., Khan A.K., Faisal S.M., Sriprasadh K., Sisodia D.R.","57741316200;57741157400;57741002900;55786669000;57741003000;","An Empirical Investigation in Analysing the Proactive Approach of Artificial Intelligence in Regulating the Financial Sector",2022,"Communications in Computer and Information Science","1591 CCIS",,,"90","98",,,"10.1007/978-3-031-07012-9_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131923047&doi=10.1007%2f978-3-031-07012-9_8&partnerID=40&md5=a5e8c42c521eb1495105dc2135f7be6b","Department of MBA, K S School of Engineering and Management (Visvesvaraya Technological University), Bangalore, India; Management, Jazan University, Jazan, Saudi Arabia; Department of Computer Science and Engineering, Thirumalai Engineering College, Kilambi, Kanchipuram, India; Management, Army Institute of Management and Technology, Greater Noida, India","Balavenu, R., Department of MBA, K S School of Engineering and Management (Visvesvaraya Technological University), Bangalore, India; Khan, A.K., Management, Jazan University, Jazan, Saudi Arabia; Faisal, S.M., Management, Jazan University, Jazan, Saudi Arabia; Sriprasadh, K., Department of Computer Science and Engineering, Thirumalai Engineering College, Kilambi, Kanchipuram, India; Sisodia, D.R., Management, Army Institute of Management and Technology, Greater Noida, India","Artificial intelligence (AI); Effective management; Financial sector; Fintech; Organisational performance; Proactive approach; Risk management","Artificial intelligence; Investments; Risk assessment; Artificial intelligence; Effective management; Empirical investigation; Finance industries; Financial institution; Financial sectors; Organizational performance; Performance; Pro-active approach; Risks management; Risk management",,,,,,,,,,,"Sriprasadh, K.; Department of Computer Science and Engineering, India; email: srisaiprasadhhh@gmail.com","Springer Science and Business Media Deutschland GmbH",18650929,9783031070112,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85131923047
"Parsons S.","57215059972;","What’s in a Name?: The Classification of ‘Interest’ on Crypto-assets in South Africa and Beyond",2022,"Intertax","50","6-7",,"499","511",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131728496&partnerID=40&md5=8f5bf6c9144d383460e66339cca9f328","Faculty of Commerce, University of Cape Town, South Africa","Parsons, S., Faculty of Commerce, University of Cape Town, South Africa","Crypto-asset; Cryptocurrency; Decentralized finance; Defi; Income classification; Income tax; Interest; Makerdao; Oecd model tax convention; South africa",,,,,,,,,,,,"Parsons, S.; Faculty of Commerce, South Africa; email: shaun.parsons@uct.ac.za","Kluwer Law International",01652826,,,,"English","Intertax",Article,"Final","",Scopus,2-s2.0-85131728496
"Meiryani M., Soepriyanto G., Audrelia J.","57729858100;57087079000;57729858200;","Effectiveness of regulatory technology implementation in Indonesian banking sector to prevent money laundering and terrorist financing",2022,"Journal of Money Laundering Control",,,,"","",,,"10.1108/JMLC-04-2022-0059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131418711&doi=10.1108%2fJMLC-04-2022-0059&partnerID=40&md5=010368e2254df32cf61f4f930584c125","Accounting Department, School of Accounting, Bina Nusantara University, Jakarta, Indonesia","Meiryani, M., Accounting Department, School of Accounting, Bina Nusantara University, Jakarta, Indonesia; Soepriyanto, G., Accounting Department, School of Accounting, Bina Nusantara University, Jakarta, Indonesia; Audrelia, J., Accounting Department, School of Accounting, Bina Nusantara University, Jakarta, Indonesia","Banking; Banking money laundering terrorist financing; Money laundering; Regulatory technology (RegTech); Terrorist financing",,"Funding statement: This study is supported by BINUS University 2022 funding, as a part of Research Grant of Proyek Inisiatif BINUS (BINUS Initiative Project) entitled “Publikasi International Bereputasi, Hak Kekayaan Intelektual dan Multidisiplin Research Output dalam Integrated Catur Dharma Perguruan Tinggi” or “Reputable International Publication, Intellectual Property Rights and Multidisciplinary Research Output in Integrated Catur Dharma College”.",,,,,,,,,,"Meiryani, M.; Accounting Department, Indonesia; email: meiryanibongjunshien@gmail.com","Emerald Group Holdings Ltd.",13685201,,,,"English","J. Money Laund. Control",Article,"Article in Press","",Scopus,2-s2.0-85131418711
"Coffie C.P.K., Tetteh E.D., Emuron A., Darkwah J.A.","57215593309;57730417200;57217280896;57729361700;","COVID-19 and Mobile Payment Diffusion: Lessons for Future Mass Diffusion and Continual Usage",2022,"Journal of Innovation Management","10","1",,"20","41",,,"10.24840/2183-0606_010.001_0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131411353&doi=10.24840%2f2183-0606_010.001_0002&partnerID=40&md5=9356abc1d1f12477b701f90709030b2f","School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 611731, China; Computer Science Department, Koforidua Technical University, Koforidua, Ghana; School of Finance, Zhejiang Gongshang University, Hangzhou, China","Coffie, C.P.K., School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 611731, China; Tetteh, E.D., Computer Science Department, Koforidua Technical University, Koforidua, Ghana; Emuron, A., School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 611731, China; Darkwah, J.A., School of Finance, Zhejiang Gongshang University, Hangzhou, China","Covid-19; Diffusion; FinTech; Mobile Payment; Structural Equation Model",,,,,,,,,,,,,"Universidade do Porto - Faculdade de Engenharia",21830606,,,,"English","J. Innov. Manag.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85131411353
"Gao Y., Jin S.","57315168100;57211458169;","How Does Financial Technology Drive Enterprise Innovation in China?*",2022,"Journal of Global Business and Trade","18","1",,"25","45",,,"10.20294/jgbt.2022.18.1.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131370002&doi=10.20294%2fjgbt.2022.18.1.25&partnerID=40&md5=138825b6b718a33937e53c3aee3d6e2d","College of Economics and Management, Pingdingshan University, China; College of Business, Gachon University, South Korea","Gao, Y., College of Economics and Management, Pingdingshan University, China; Jin, S., College of Business, Gachon University, South Korea","enterprise innovation; enterprise stability; financial expenses; financial technology; financing constraints",,"* This work was supported by the Gachon University research fund of 2021 (GCU-202103510001). ** Corresponding Author, E-mail: jsyrena0923@gachon.ac.kr © 2022 International Academy of Global Business and Trade. All rights reserved.",,,,,,,,,,"Jin, S.; College of Business, South Korea; email: jsyrena0923@gachon.ac.kr","International Academy of Global Business and Trade",19465130,,,,"English","J. Glob. Bus. Trade.",Article,"Final","",Scopus,2-s2.0-85131370002
"Chen X.","57328268100;","Information moderation principle on the regulatory sandbox",2022,"Economic Change and Restructuring",,,,"","",,,"10.1007/s10644-022-09415-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130731387&doi=10.1007%2fs10644-022-09415-2&partnerID=40&md5=17b5c15e9eed3f5ee1626af8f60a0015","Faculty of Economics and Business Administration, Yibin University, Yibin, China","Chen, X., Faculty of Economics and Business Administration, Yibin University, Yibin, China","FinTech; Moderation principle; Regulatory information symmetry; Regulatory sandbox",,,,,,,,,,,,"Chen, X.; Faculty of Economics and Business Administration, China; email: m_cxh@163.com","Springer",15739414,,,,"English","Econ. Change Restruct.",Article,"Article in Press","",Scopus,2-s2.0-85130731387
"Varma P., Nijjer S.","57704887200;57210117031;","Examining the Role of Fintech in the Future of Retail Banking",2022,"ECS Transactions","107","1",,"9855","9872",,,"10.1149/10701.9855ecst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130512780&doi=10.1149%2f10701.9855ecst&partnerID=40&md5=0a29f7717d80218116f1882893c0f74d","Chitkara Business School, Chitkara University, Punjab, India","Varma, P., Chitkara Business School, Chitkara University, Punjab, India; Nijjer, S., Chitkara Business School, Chitkara University, Punjab, India",,,,,,,,,,,,,,"Institute of Physics",19386737,9781607685395,,,"English","ECS Transactions",Conference Paper,"Final","",Scopus,2-s2.0-85130512780
"Fasano F., Cappa F.","57218353362;56574851700;","How do banking fintech services affect SME debt?",2022,"Journal of Economics and Business",,,"106070","","",,,"10.1016/j.jeconbus.2022.106070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130466392&doi=10.1016%2fj.jeconbus.2022.106070&partnerID=40&md5=0cb9e288b60222b3fe76ec5dbd6cfd6f","University of Calabria, Department of Business Administration and Law, Cosenza, Italy; Campus Bio-medico University, Department of Engineering, Rome, Italy; Luiss University, Luiss Business School, Rome, Italy","Fasano, F., University of Calabria, Department of Business Administration and Law, Cosenza, Italy; Cappa, F., Campus Bio-medico University, Department of Engineering, Rome, Italy, Luiss University, Luiss Business School, Rome, Italy","Debt; Fintech; Information asymmetries; Mobile internet banking; Online internet banking; SMEs",,,,,,,,,,,,"Fasano, F.; University of Calabria, CS, Italy; email: francesco.fasano@unical.it","Elsevier Inc.",01486195,,JEBUD,,"English","J. Econ. Bus.",Article,"Article in Press","",Scopus,2-s2.0-85130466392
"Aubert J., Cholez H.","24528547800;56167457700;","A Participative and Collaborative Approach for Security Risk Management Modelling in the Context of Essential Services",2022,"Lecture Notes in Networks and Systems","470 LNNS",,,"132","141",,,"10.1007/978-3-031-04829-6_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130236748&doi=10.1007%2f978-3-031-04829-6_12&partnerID=40&md5=86d6e3bf14dc5736e72e50950a6d6953","Luxembourg Institute of Science and Technology, 5, Avenue des Hauts-Fourneaux, Esch-sur-Alzette, 4362, Luxembourg","Aubert, J., Luxembourg Institute of Science and Technology, 5, Avenue des Hauts-Fourneaux, Esch-sur-Alzette, 4362, Luxembourg; Cholez, H., Luxembourg Institute of Science and Technology, 5, Avenue des Hauts-Fourneaux, Esch-sur-Alzette, 4362, Luxembourg","Cybersecurity; Essential services; Information security; NIS Directive; Participative modelling; Risk management",,"Thanks to the Institut Luxembourgeois de Régulation, the National Competent Authority for Luxembourg (except for banking and the financial market infrastructure), for their participation and support in the project that enabled the establishment and application of this methodology.",,,,,,,,,,"Aubert, J.; Luxembourg Institute of Science and Technology, 5, Avenue des Hauts-Fourneaux, Luxembourg; email: jocelyn.aubert@list.lu","Springer Science and Business Media Deutschland GmbH",23673370,9783031048289,,,"English","Lect. Notes Networks Syst.",Conference Paper,"Final","",Scopus,2-s2.0-85130236748
"Vijayakumar Bharathi S., Pramod D., Raman R.","57215664818;55791686900;55808097300;","Intention to use Artificial Intelligence services in Financial Investment Decisions",2022,"2022 International Conference on Decision Aid Sciences and Applications, DASA 2022",,,,"560","566",,,"10.1109/DASA54658.2022.9765183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130207308&doi=10.1109%2fDASA54658.2022.9765183&partnerID=40&md5=1a4f0b5a7786fff5467b261048c46063","International(Deemed University), Symbiosis Centre for Information Technology Symbiosis, Pune, India; Symbiosis International(Deemed University), Symbiosis Institute of Business Management, Pune, India","Vijayakumar Bharathi, S., International(Deemed University), Symbiosis Centre for Information Technology Symbiosis, Pune, India; Pramod, D., International(Deemed University), Symbiosis Centre for Information Technology Symbiosis, Pune, India; Raman, R., Symbiosis International(Deemed University), Symbiosis Institute of Business Management, Pune, India","AI tools; Artificial Intelligence; Financial robots; Financial Services; Investment Decision","Artificial intelligence; Intelligent robots; Students; Artificial intelligence tools; Financial investments; Financial robot; Financial service; Intelligence services; Intention to use; Investment decisions; Optimistics; Postgraduate students; Trust in technologies; Investments",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781665495011,,,"English","Int. Conf. Decis. Aid Sci. Appl., DASA",Conference Paper,"Final","",Scopus,2-s2.0-85130207308
"Deepthi B., Gupta P., Rai P., Arora H.","57686785400;57207922786;57686525000;57686267700;","Assessing the Dynamics of AI Driven Technologies in Indian Banking and Financial Sector",2022,"Vision",,,,"","",,,"10.1177/09722629221087371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130068085&doi=10.1177%2f09722629221087371&partnerID=40&md5=6e5da4b3a9fc81f4495cf166265a754f","Atal Bihari Vajpayee school of Management and Entrepreneurship, Jawaharlal Nehru University, New Delhi, India; Maharaja Agrasen college, University of Delhi, Delhi, India; Delhi School of Economics, University of Delhi, Delhi, India","Deepthi, B., Atal Bihari Vajpayee school of Management and Entrepreneurship, Jawaharlal Nehru University, New Delhi, India; Gupta, P., Atal Bihari Vajpayee school of Management and Entrepreneurship, Jawaharlal Nehru University, New Delhi, India; Rai, P., Maharaja Agrasen college, University of Delhi, Delhi, India; Arora, H., Delhi School of Economics, University of Delhi, Delhi, India","Artificial Intelligence; Banking and Financial Industry; Chatbots; Customer Satisfaction; Logistic Regression; Technology",,,,,,,,,,,,"Deepthi, B.; Atal Bihari Vajpayee school of Management and Entrepreneurship, India; email: deepthy.spandan@gmail.com","Sage Publications India Pvt. Ltd",09722629,,,,"English","Vision",Article,"Article in Press","",Scopus,2-s2.0-85130068085
"Whalen R.","55389175800;","Defining legal technology and its implications",2022,"International Journal of Law and Information Technology","30","1",,"47","67",,,"10.1093/ijlit/eaac005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130065808&doi=10.1093%2fijlit%2feaac005&partnerID=40&md5=b387c783d39c15505726645414ebd168","Faculty of Law, University of Hong Kong, Pokefulam, Hong Kong","Whalen, R., Faculty of Law, University of Hong Kong, Pokefulam, Hong Kong","affordances theory; legal technology; technology and society",,,,,,,,,,,,"Whalen, R.; Faculty of Law, Hong Kong; email: whalen@hku.hk","Oxford University Press",09670769,,,,"English","Int. J. Law Inf. Technol.",Article,"Final","",Scopus,2-s2.0-85130065808
"Zhuang L., Zhou H., Chen T.","57681512200;57681512300;39760907900;","An Evolution Model of Fintech Supports Technology-Based SMEs Innovation and Growth",2022,"Discrete Dynamics in Nature and Society","2022",,"6867404","","",,,"10.1155/2022/6867404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129984771&doi=10.1155%2f2022%2f6867404&partnerID=40&md5=3a11c68e1b722232166865153b9a49e9","School of Economics and Management, Nanjing Tech University, Nanjing, 211816, China","Zhuang, L., School of Economics and Management, Nanjing Tech University, Nanjing, 211816, China; Zhou, H., School of Economics and Management, Nanjing Tech University, Nanjing, 211816, China; Chen, T., School of Economics and Management, Nanjing Tech University, Nanjing, 211816, China",,,"The work was supported by the National Natural Science Foundation of China (no. 71871115)",,,,,,,,,,"Chen, T.; School of Economics and Management, China; email: tingqiang88888888@163.com","Hindawi Limited",10260226,,,,"English","Discrete Dyn. Nat. Soc.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85129984771
"Horsch A., Kleinow J.","56261829600;56262121600;","The Challenge of Regulatory Complexity",2022,"European Business Law Review","33","3",,"421","442",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129700342&partnerID=40&md5=ef340cff3743a1d4a95f17e29f6d35f0","Technische Universität Bergakademie Freiberg, Germany; zeb consulting, Berlin, Germany","Horsch, A., Technische Universität Bergakademie Freiberg, Germany; Kleinow, J., zeb consulting, Berlin, Germany","(regulatory) complexity; Eu banking regulation; Institutional change; Theory of regulation",,,,,,,,,,,,,"Kluwer Law International",09596941,,,,"English","Eur. Bus. Law Rev.",Article,"Final","",Scopus,2-s2.0-85129700342
"Yasir A., Ahmad A., Abbas S., Inairat M., Al-Kassem A.H., Rasool A.","57382241900;57225975506;57202833192;57215430604;57427319800;57671601200;","How Artificial Intelligence Is Promoting Financial Inclusion? A Study On Barriers Of Financial Inclusion",2022,"2022 International Conference on Business Analytics for Technology and Security, ICBATS 2022",,,,"","",,,"10.1109/ICBATS54253.2022.9759038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129628117&doi=10.1109%2fICBATS54253.2022.9759038&partnerID=40&md5=4a5af88e42371ded369459583ad8c38b","NCBAandE, Department of Computer Science, Lahore, Pakistan; Skyline University College, Dubai, United Arab Emirates; College of Business Management, Sharjah, United Arab Emirates","Yasir, A., NCBAandE, Department of Computer Science, Lahore, Pakistan; Ahmad, A., NCBAandE, Department of Computer Science, Lahore, Pakistan; Abbas, S., NCBAandE, Department of Computer Science, Lahore, Pakistan; Inairat, M., Skyline University College, Dubai, United Arab Emirates; Al-Kassem, A.H., College of Business Management, Sharjah, United Arab Emirates; Rasool, A., NCBAandE, Department of Computer Science, Lahore, Pakistan","artificial intelligence; barriers; Financial inclusion","Finance; Laws and legislation; Legacy systems; Barrier; Financial inclusions; Financial sectors; Financial system; Human development; Policy makers; Real- time; Regulatory frameworks; Artificial intelligence",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781665409209,,,"English","Int. Conf. Bus. Anal. Technol. Secur., ICBATS",Conference Paper,"Final","",Scopus,2-s2.0-85129628117
"Hanafizadeh P., Amin M.G.","24075737600;57668360200;","The transformative potential of banking service domains with the emergence of FinTechs",2022,"Journal of Financial Services Marketing",,,,"","",,,"10.1057/s41264-022-00161-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129539238&doi=10.1057%2fs41264-022-00161-0&partnerID=40&md5=6b31fdadad1b04f34c22745cad33ddb1","Department of Industrial Management, Faculty of Management and Accounting, Allameh Tabataba’i University, West End Hemmat Highway, Dehkadeh-Ye-Olympic, Tehran, 1489684511, Iran","Hanafizadeh, P., Department of Industrial Management, Faculty of Management and Accounting, Allameh Tabataba’i University, West End Hemmat Highway, Dehkadeh-Ye-Olympic, Tehran, 1489684511, Iran; Amin, M.G., Department of Industrial Management, Faculty of Management and Accounting, Allameh Tabataba’i University, West End Hemmat Highway, Dehkadeh-Ye-Olympic, Tehran, 1489684511, Iran","Banking Industry Architecture Network (BIAN); Banking service domain; Digital transformation; Financial technologies; FinTech",,,,,,,,,,,,"Hanafizadeh, P.; Department of Industrial Management, West End Hemmat Highway, Dehkadeh-Ye-Olympic, Iran; email: hanafizadeh@gmail.com","Palgrave Macmillan",13630539,,,,"English","J. Finan. Serv. Mark.",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85129539238
"Nguyen D.K., Sermpinis G., Stasinakis C.","25633212500;35099556100;55246080100;","Big data, artificial intelligence and machine learning: A transformative symbiosis in favour of financial technology",2022,"European Financial Management",,,,"","",,,"10.1111/eufm.12365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129373077&doi=10.1111%2feufm.12365&partnerID=40&md5=c3c81c8f12b254af9c76dfda8b734e21","IPAG Lab, IPAG Business School, Paris, France; International School, Vietnam National University, Hanoi, Viet Nam; Adam Smith Business School, University of Glasgow, Glasgow, United Kingdom","Nguyen, D.K., IPAG Lab, IPAG Business School, Paris, France, International School, Vietnam National University, Hanoi, Viet Nam; Sermpinis, G., Adam Smith Business School, University of Glasgow, Glasgow, United Kingdom; Stasinakis, C., Adam Smith Business School, University of Glasgow, Glasgow, United Kingdom","artificial intelligence; big data; digital finance; fintech; machine learning",,,,,,,,,,,,"Nguyen, D.K.; IPAG Lab, France; email: d.nguyen@ipag.fr
Sermpinis, G.; Adam Smith Business School, United Kingdom; email: Georgios.Sermpinis@glasgow.ac.uk
Stasinakis, C.; Adam Smith Business School, United Kingdom; email: Charalampos.Stasinakis@glasgow.ac.uk","John Wiley and Sons Inc",13547798,,,,"English","Eur. Financ. Manage.",Article,"Article in Press","",Scopus,2-s2.0-85129373077
"Van Hoa N., Van Hien P., Tiep N.C., Huong N.T.X., Mai T.T.H., Phuong P.T.L.","57659154600;57660404400;57216877284;57552591700;57270974000;57553755300;","The Role of Financial Inclusion, Green Investment and Green Credit on Sustainable Economic Development: Evidence from Vietnam",2022,"Cuadernos de Economia","45","127",,"1","10",,,"10.32826/cude.v1i127.600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129282605&doi=10.32826%2fcude.v1i127.600&partnerID=40&md5=7b43dc2f617e9bbd02bcf513d0d8d7cd","University of Kinh Bac, Bac Ninh, Viet Nam; National Academy of Public Administration (NAPA), Ha Noi, Viet Nam; Viet Nam National University of Agriculture (VNUA), Ha Noi, Viet Nam; Viet Nam National University of Forestry (VNUF), Ha Noi, Viet Nam; Vinh University (VU), Vinh, Viet Nam; College of Agricultural Mechanics (CAM), Vinh-Phuc, Viet Nam","Van Hoa, N., University of Kinh Bac, Bac Ninh, Viet Nam; Van Hien, P., National Academy of Public Administration (NAPA), Ha Noi, Viet Nam; Tiep, N.C., Viet Nam National University of Agriculture (VNUA), Ha Noi, Viet Nam; Huong, N.T.X., Viet Nam National University of Forestry (VNUF), Ha Noi, Viet Nam; Mai, T.T.H., Vinh University (VU), Vinh, Viet Nam; Phuong, P.T.L., College of Agricultural Mechanics (CAM), Vinh-Phuc, Viet Nam","Financial inclusion; green credit; green investment; sustainable economic development",,,,,,,,,,,,"Van Hien, P.; National Academy of Public Administration (NAPA)Viet Nam; email: phunghiennapa@gmail.com","Asociacion Cuadernos de Economia",02100266,,,,"English","Cuad. Econ.",Article,"Final","",Scopus,2-s2.0-85129282605
"Kim T., Song H.","57218767997;8909051200;","Communicating the Limitations of AI: The Effect of Message Framing and Ownership on Trust in Artificial Intelligence",2022,"International Journal of Human-Computer Interaction",,,,"","",,,"10.1080/10447318.2022.2049134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129272536&doi=10.1080%2f10447318.2022.2049134&partnerID=40&md5=4a94a9be24dafba5a807c6cd90012dd4","Department of Human-AI Interaction, Sungkyunkwan University, Seoul, South Korea","Kim, T., Department of Human-AI Interaction, Sungkyunkwan University, Seoul, South Korea; Song, H., Department of Human-AI Interaction, Sungkyunkwan University, Seoul, South Korea",,"Human computer interaction; User interfaces; Intelligence decision; Negative information; Not given; Performance; Subject experiment; Artificial intelligence",,,,,,,,,,,"Song, H.; Department of Human-AI Interaction, South Korea; email: hayeon.song@gmail.com","Taylor and Francis Ltd.",10447318,,,,"English","Int. J. Hum.-Comput. Interact.",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85129272536
"Riedel A., Mulcahy R., Northey G.","56470448200;56699638600;8963952400;","Feeling the love? How consumer's political ideology shapes responses to AI financial service delivery",2022,"International Journal of Bank Marketing",,,,"","",,1,"10.1108/IJBM-09-2021-0438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129138237&doi=10.1108%2fIJBM-09-2021-0438&partnerID=40&md5=62de59cb5cff269bcf3f17d04c80787d","University of the Sunshine Coast, Sunshine Coast, Australia; Griffith University, Brisbane, Australia","Riedel, A., University of the Sunshine Coast, Sunshine Coast, Australia; Mulcahy, R., University of the Sunshine Coast, Sunshine Coast, Australia; Northey, G., Griffith University, Brisbane, Australia","Artificial intelligence; Financial services; Political ideology; Word-of-mouth",,,,,,,,,,,,"Mulcahy, R.; University of the Sunshine CoastAustralia; email: rmulcahy@usc.edu.au","Emerald Group Holdings Ltd.",02652323,,,,"English","Int. J. Bank Mark.",Article,"Article in Press","",Scopus,2-s2.0-85129138237
