"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","Funding Details","Funding Texts","References","Correspondence Address","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Kim, Y.; Choi, J.; Park, Y.-J.; Yeon, J.","Kim, Yonghee (56883629100); Choi, Jeongil (56126659900); Park, Youngju (57148922900); Yeon, Jiyoung (57150401700)","56883629100; 56126659900; 57148922900; 57150401700","The adoption of mobile payment services for “fintech”","2016","International Journal of Applied Engineering Research","11","2","","1058","1061","165","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959530641&partnerID=40&md5=01ffedcecd6b6f0ccc874643fa172510","Graduate School of Business, Soongsil University, Seoul, South Korea; College of Business Administration, Soongsil University, Seoul, South Korea; Division of Tourism, Baekseok University, Cheonan, Chungcheongnam-do, South Korea","Kim, Yonghee, Graduate School of Business, Soongsil University, Seoul, South Korea; Choi, Jeongil, College of Business Administration, Soongsil University, Seoul, South Korea; Park, Youngju, Graduate School of Business, Soongsil University, Seoul, South Korea; Yeon, Jiyoung, Division of Tourism, Baekseok University, Cheonan, Chungcheongnam-do, South Korea","This paper examined the acceptance of payment-type Fintech services of users by utilizing the Elaboration Likelihood Model by Petty and Cacioppo [1] and by applying variables associated with the Technology Acceptance Model. In addition, it analyzed the causal relationship between concern for information privacy and self-efficacy by adopting them as moderating variables. Results suggested that usefulness, ease of use and credibility had an effect on intention to use, and self-efficacy was found to have an moderating effect on independent and dependent variables. Further, concern for information privacy was found to be a factor obstructing the path to intention to use. The implications of this study are that in the promotion of payment-type Fintech services, convenience and usefulness are the most critical and influential variables in terms of usage, while government deregulation and stronger security are called for from an institutional aspect. © Research India Publications.","Elaboration likelihood model; Fintech; K pay; Mobile payment service","","","","","","","","Communication and Persuasion Central and Peripheral Routes to Attitude Change, (1986); Davis, Fred D., Perceived usefulness, perceived ease of use, and user acceptance of information technology, MIS Quarterly: Management Information Systems, 13, 3, pp. 319-339, (1989); Financial Terminology Dictionary, (2015); Schierz, Paul Gerhardt, Understanding consumer acceptance of mobile payment services: An empirical analysis, Electronic Commerce Research and Applications, 9, 3, pp. 209-216, (2010); Journal of Korean Association of Computer Education, (2015); Bhattacherjee, Anol, Influence processes for information technology acceptance: An elaboration likelihood model, MIS Quarterly: Management Information Systems, 30, 4, pp. 805-825, (2006); Korean Journal of Information Technology Services, (2015); Journal of Society for E Business Studies, (2011); Information Technology and Management, (2000); Information Systems Review, (2007)","","","Research India Publications subscription@ripublication.com","","","","","","09734562","","","","English","Int. J. Appl. Eng. Res.","Article","Final","","Scopus","2-s2.0-84959530641"
"","","","Fintech and insurance: Against the odds","2016","Economist (United Kingdom)","412","8970","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000351984&partnerID=40&md5=ea0446920aca59ef468cbe810ca6200b","","","[No abstract available]","","","","","","","","","","","","Economist Newspaper Ltd inquiries@economist.com","","","","","","00130613","","","","English","Economist","Article","Final","","Scopus","2-s2.0-85000351984"
"Waupsh, J.","Waupsh, John (59673379500)","59673379500","Bankruption: How Community Banking Can Survive Fintech","2016","","","","","1","291","12","10.1002/9781119273875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000271736&doi=10.1002%2F9781119273875&partnerID=40&md5=fb2bd2847c1bb4e7fc8a49c8076697ed","Kasasa®, United States","Waupsh, John, Kasasa®, United States","Community banking can flourish in the face of fintech and global competition with a fresh approach to strategy Bankruption + Website offers a survival guide for community banks and credit unions searching for relevance amidst immense global competition and fintech startups. Author John Waupsh is the Chief Innovation Officer at Kasasa, where he helps spearhead financial product development and implementation across hundreds of institutions. In this guide, he draws on more than a decade in the industry to offer clear, practical advice for competing with the megabanks, direct banks, non-banks, and financial technology companies. The discussion separates futurist thinking from today's realities, and dispels common myths surrounding the U.S. community banking model in order to shed light on the real challenges facing community banking institutions. It follows with clear solutions, proven strategies, and insight from experts across banking and fintech. All arguments are backed by massive amounts of data, and the companion website provides presentation-ready visualizations to help you kickstart change within your team. In the U.S. and around the globe, fintech companies and non-banks alike are creating streams of banking services that are interesting, elegant, and refreshing—and they're winning the hearts and minds of early adopters. Not a one-size-fits-all approach, this book offers many different tactics for community banks and credit unions to compete and flourish in the new world. • Analyze fintech's threat to the community banking model • Learn where community banking must improve to compete • Disprove the myths to uncover the real challenges banks face • Adopt proven strategies to bring your organization into the future Community banks and credit unions were once the go-to institutions for local relationship banking, but their asset share has been on the decline for three decades as the big banks just got bigger. Now, fintech companies are exploiting inefficiencies in the traditional banking model to streamline service and draw even more market share, as community banking executives are left at a loss for fresh tactics and forward-looking strategy. Bankruption + Website shows how community banks can be saved, and provides a proven path to success. © 2017 by John Wiley & Sons, Inc. All rights reserved.","","","","","","","","","undefined, (2008); undefined; undefined; Predictive Leadership Avoiding the 12 Critical Mistakes that Derail Growth Hungry Companies, (2014); Supervisory Policy and Guidance Topics Community Banks; undefined, (2012); Fdic Banking Review, (2004); Community Bank Efficiency and Economies of Scale, (2012); undefined; undefined, (2015)","","","wiley","","","","","","","9781119273851; 9781119273875","","","English","Bankruption: How Community Bank. Can Survive Fintech","Book","Final","","Scopus","2-s2.0-86000271736"
"Boot, A.W.A.","Boot, Arnoud W. A. (56218676800)","56218676800","Understanding the future of banking scale and scope economies, and fintech","2016","","","","","431","449","18","10.1142/9789813141391_0025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153637651&doi=10.1142%2F9789813141391_0025&partnerID=40&md5=8d17b00c7618e0e61113de531109f7d5","Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","Boot, Arnoud W. A., Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","The following sections are included: Introduction, Information Technology and Transaction Orientation, Ownership Structure: Partnerships, Stability and Institutional Franchise Value, Scale and Scope Economies in Banking, The Impact of Fintech on the Banking Industry, Conclusions, References. © 2017 by World Scientific Publishing Co. Pte. Ltd.","","","","","","","","","Value of the Too Big to Fail Big Bank Subsidy, (2009); Bank of England Quarterly Bulletin, (2014); One Bank Research Agenda, (2015); Global Corporate Banking 2010 Crisis as Opportunity, (2010); Beccalli, Elena, Does IT investment improve bank performance? Evidence from Europe, Journal of Banking and Finance, 31, 7, pp. 2205-2230, (2007); Beccalli, Elena, Are European banks too big? Evidence on economies of scale, Journal of Banking and Finance, 58, pp. 232-246, (2015); Berger, Allen N., The consolidation of the financial services industry: Causes, consequences, and implications for the future, Journal of Banking and Finance, 23, 2, pp. 135-194, (1999); Berger, Allen N., Bank ownership type and banking relationships, Journal of Financial Intermediation, 17, 1, pp. 37-62, (2008); Payment Settlement and Clearing in Various Countries, (2014); Brookings Wharton Papers on Financial Services, (2003)","","","World Scientific Publishing Co.","","","","","","","9789813141391","","","English","FUTURE OF LARGE, INTERNATIONALLY ACTIVE BANKS, THE","Book chapter","Final","","Scopus","2-s2.0-85153637651"
"Schueffel, P.","Schueffel, Patrick (56433408100)","56433408100","Taming the beast: A scientific definition of fintech","2016","Journal of Innovation Management","4","4","","32","54","389","10.24840/2183-0606_004.004_0004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112600472&doi=10.24840%2F2183-0606_004.004_0004&partnerID=40&md5=cbe26ff990caa364fd5061690f8f5a9f","Hochschule für Wirtschaft Fribourg, Fribourg, Switzerland","Schueffel, Patrick, Hochschule für Wirtschaft Fribourg, Fribourg, Switzerland","There is currently no consensus about what the term Fintech means. This paper explores the complexity of Fintech, and attempts a definition, drawn from a process of reviewing more than 200 scholarly articles referencing the term Fintech and covering a period of more than 40 years. The objective of this study is to offer a definition which is distinct as well as succinct in its communication, yet sufficiently broad in its range of application. As the origins of the term can neither be unequivocally placed in academia nor in practice, the definition concentrates on extracting out the quintessence of Fintech using both spheres. Applying semantic analysis and building on the commonalities of 13 peerreviewed definitions of the term, it is concluded that Fintech is a new financial industry that applies technology to improve financial activities. The implications as well as the shortcomings of this definition are discussed. © 2021 Journal of Innovation Management. All rights reserved.","Banking; Financial institution; Financial services; Innovation; Research; Technology; Terminology","","","","","","","","Ein Groteil Der Deutschen Kann Mit Dem Begriff Fintech Noch Nichts Anfangen, (2017); Evolution of Fintech A New Post Crisis Paradigm, (2015); Fintech Report Fintech Hk, (2014); Baregheh, Anahita, Towards a multidisciplinary definition of innovation, Management Decision, 47, 8, pp. 1323-1339, (2009); Interfaces, (1972); Outline of Linguistic Analysis, (1942); Semantics Studies in the Science of Meaning, (1900); Brown, James Robert, What is a definition?, Foundations of Science, 3, 1, pp. 111-132, (1998); Pwc Singapore Launches Venture Hub to Connect Entrepreneurs Investors, (2016); Chishti, Susanne, Preface, pp. viii-ix, (2016)","P. Schueffel; Hochschule für Wirtschaft Fribourg, Switzerland; email: patrick.schueffel@hefr.ch","","Universidade do Porto - Faculdade de Engenharia","","","","","","","","","","English","J. Innov. Manag.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85112600472"
"Li, E.Y.; Li, J.P.","Li, Eldon Y. (7201410120); Li, Jong Peir (57191375820)","7201410120; 57191375820","Information security challenges in the new era of Fintech","2016","Proceedings of the International Conference on Electronic Business (ICEB)","","","","367","373","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021760302&partnerID=40&md5=425f9445cd967eafcab4ebdee200e162","National Chengchi University, Taipei, Taiwan","Li, Eldon Y., National Chengchi University, Taipei, Taiwan; Li, Jong Peir, National Chengchi University, Taipei, Taiwan","After the recent cyber-attacks on financial institutions around the world, we are faced with a whole new set of challenges never seen before. Traditionally, fraud and theft were conducted in person or through traditional telecommunications such as telephone. However, today we are facing highly sophisticated and intelligent hackers who have the ability to illegally access financial institutions' computer systems from remote locations and even across borders. Therefore, this study will focus on reviewing the information security framework by adopting up-to-date standards as the way to counter financial information theft.","Cyberattack; Fintech; Hacker; Information Security System","Crime; Electronic commerce; Finance; Network security; Personal computing; Security of data; Cyber-attacks; Financial information; Financial institution; Fintech; Hacker; Remote location; Computer crime","","","","","","","Generic Tasks in Knowledge Based Reasoning High Level Building Blocks for Expert System Design IEEE Expert, (1986); Raychaudhuri, Dipankar, WirelessATM networks: Architecture, system design and prototyping, IEEE Personal Communications, 3, 4, pp. 42-49, (1996); North Carolina Banking Institute, (2016); Bitcoin A Peer to Peer Electronic Cash System, (2008)","","Peng, L.","CEUR-WS","","16th International Conference on Electronic Business, ICEB 2016","2016-12-04 through 2016-12-08","Xiamen","128172","16830040","","","","English","Proc. Int. Conf. Electron. Bus. (ICEB)","Conference paper","Final","","Scopus","2-s2.0-85021760302"
"Li, D.; Goh, K.-Y.; Heng, C.-S.","Li, Ding (57194238744); Goh, Khim Yong (23396611500); Heng, Cheng Suang (55354341000)","57194238744; 23396611500; 55354341000","Monetizing user-generated content in fintech: An empirical study of a social investing site","2016","","","","","","","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019469877&partnerID=40&md5=e8cc63388c9e2f0d491afa99d2ddc66b","Department of Information Systems, National University of Singapore, Singapore City, Singapore","Li, Ding, Department of Information Systems, National University of Singapore, Singapore City, Singapore; Goh, Khim Yong, Department of Information Systems, National University of Singapore, Singapore City, Singapore; Heng, Cheng Suang, Department of Information Systems, National University of Singapore, Singapore City, Singapore","Despite reports that user-generated content (UGC) is dominating the Internet, the contributors of UGC are rarely compensated for their creative works. Enabled by a unique dataset from a large social investing site in China, we conduct an empirical study to examine the UGC monetization in terms of its influence, the timing of a contributor's adoption and the impact from online social activities. Our analyses utilize multiple methods (time-series modeling, logit modeling and Bayesian statistical analysis). Our contributions include: 1) This study is the first to unveil the impact of UGC monetization on the platform and contributors with a horizontal comparison of different monetization methods; 2) We make a pioneering effort to analyze how contributors' online social efforts (i.e., the micro-celebrity tactics) facilitate monetization; 3) Our results advance the financial information literature by showing how UGC readers seek information; 4) Our results inform practitioners how to time the decision of monetization.","Bayesian Estimation; Financial information market; FinTech; Micro celebrity; Monetization; Social investing site; User-Generated content","Bayesian networks; Information systems; Social networking (online); Bayesian estimations; Financial information; FinTech; Micro celebrity; Monetization; Social investing site; User-generated content; Time series analysis","","","","","","","Uncertainty in Economics, (1978); Evolution of Fintech A New Post Crisis Paradigm, (2015); Becker, Jan U., The impact of network size and financial incentives on adoption and participation in new online communities, Journal of Media Economics, 23, 3, pp. 165-179, (2010); Bollen, Johan, Twitter mood predicts the stock market, Journal of Computational Science, 2, 1, pp. 1-8, (2011); Youtube Online Video and Participatory Culture, (2009); Chen, Hailiang, Wisdom of crowds: The value of stock opinions transmitted through social media, Review of Financial Studies, 27, 5, pp. 1367-1403, (2014); Chen, Yan, Knowledge Market Design: A Field Experiment at Google Answers, Journal of Public Economic Theory, 12, 4, pp. 641-664, (2010); Chevalier, Judith A., The effect of word of mouth on sales: Online book reviews, Journal of Marketing Research, 43, 3, pp. 345-354, (2006); Duke L Tech Rev, (2003); Social Media S Impact on Personal Finance Investing, (2008)","","","Association for Information Systems publications@aisnet.org","et al.; Intel; Lero; Pepperdine, School of Business and Management; Science Foundation Ireland (SFI); University of Limerick","2016 International Conference on Information Systems, ICIS 2016","2016-12-11 through 2016-12-14","Dublin","127464","","9780996683135","","","English","Int. Conf. Inf. Syst., ICIS","Conference paper","Final","","Scopus","2-s2.0-85019469877"
"Kim, J.J.; Hong, S.P.","Kim, Jaejung (42661476600); Hong, Sengphil (8552893500)","42661476600; 8552893500","Design of a secure biometric authentication framework using PKI and FIDO in fintech environments","2016","International Journal of Security and its Applications","10","12","","69","80","2","10.14257/ijsia.2016.10.12.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018207827&doi=10.14257%2Fijsia.2016.10.12.07&partnerID=40&md5=5125223854f55fcda04a1640cad15007","Department of Computer Science, Sungshin Women's University, Seoul, South Korea","Kim, Jaejung, Department of Computer Science, Sungshin Women's University, Seoul, South Korea; Hong, Sengphil, Department of Computer Science, Sungshin Women's University, Seoul, South Korea","It goes without saying that the use of FIDO based services, especially financial areas is becoming more and more widespread these days. FIDO services are adapting a variety of service areas such as easy payment, money transfer, ATM withdrawal/savings, and single sign-on, etc. Because FIDO service uses standard public key cryptography techniques to provide stronger authentication and securely saves a user's bio-information in the smartphone. But when registered, FIDO only confirms the match between pre-enrolled fingerprints and the one on the registration process. In other words, FIDO is not able to verify the person's identity. The user has to register his/her biometric information in each sites. It is our purpose to solve these problems by implementing FIDO and PKI technologies adapted in current FIDO service and accredited certification system. The proposed secure biometric authentication framework provides the centralized biometric authentication framework in Fintech environment that a variety of services need the interoperability of user's biometric information in order to protect user's privacy and increase convenience of customers. © 2016 SERSC.","Biometric authentication; FIDO(Fast Identity Online); PKI(Public Key Infrastructure)","Authentication; Biometrics; Interoperability; Public key cryptography; Bioinformation; Biometric authentication; Biometric informations; Certification systems; FIDO(Fast Identity Online); Money transfers; Public key infrastructure; Registration process; Cryptography","","","","","","","Kim, Yonghee, The adoption of mobile payment services for “fintech”, International Journal of Applied Engineering Research, 11, 2, pp. 1058-1061, (2016); International Journal of U and E Service Science and Technology, (2016); Stokkenes, Martin, Biometric authentication protocols on smartphones - An overview, ACM International Conference Proceeding Series, 20-22-July-2016, pp. 136-140, (2016); Passwordless Authentication Technology Fido, (2014); Datenschutz Und Datensicherheit Dud, (2014); Kim, Geonlyang, Secure user authentication based on the trusted platform for mobile devices, Eurasip Journal on Wireless Communications and Networking, 2016, 1, (2016); Thiemann, Todd, Picking the right path to mobile biometric authentication, Biometric Technology Today, 2016, 2, pp. 5-8, (2016); Fido Alliance, (2014); Kim, Jaejung, A study on the accredited certification system without password using FIDO(Fast identity online), International Journal of Applied Engineering Research, 10, 13, pp. 33617-33619, (2015); undefined","","","Science and Engineering Research Support Society ijbsbt@sersc.org","","","","","","17389976","","","","English","Int. J. Secur. Appl.","Article","Final","","Scopus","2-s2.0-85018207827"
"Zavolokina, L.; Dolata, M.; Schwabe, G.","Zavolokina, Liudmila (57193154298); Dolata, Mateusz (55085557500); Schwabe, Gerhard (8564379000)","57193154298; 55085557500; 8564379000","FinTech - What's in a name?","2016","","","","","","","104","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011313931&partnerID=40&md5=151a0787ac5465c74ac6853ad3cf9027","Universität Zürich, Zurich, ZH, Switzerland","Zavolokina, Liudmila, Universität Zürich, Zurich, ZH, Switzerland; Dolata, Mateusz, Universität Zürich, Zurich, ZH, Switzerland; Schwabe, Gerhard, Universität Zürich, Zurich, ZH, Switzerland","FinTech, the word which originates from marriage of ""finance"" and ""technology"", designates currently a novel, innovative and emerging field which attracts attention from the publicity. At the moment there is no universal understanding and definition of FinTech in the research, however, the topic is widely addressed by the English- and German-speaking press. In this study we aim to make insights into how the press and other popular media understand and frame FinTech, discussing definitions that represents the meaning of it for the press, and deliver the conceptual framework to be used in research and scientific literature. In doing so, we also identify drivers of FinTech and put them in the context of financial and digital innovation research. Thereby, we provide objective understanding of FinTech, how it is reflected in the popular media.","Content analysis; Digitalization; FinTech; Innovation; Popular press","Information systems; Innovation; Conceptual frameworks; Content analysis; Digital innovations; Digitalization; FinTech; Scientific literature; Presses (machine tools)","","","","","","","Evolution of Fintech A New Post Crisis Paradigm, (2015); Baur, Aaron Wolfgang, Cryptocurrencies as a disruption? empirical findings on user adoption and future potential of Bitcoin and Co, Lecture Notes in Computer Science, 9373, pp. 63-80, (2015); Science Studies, (2003); Bubela, T. M., Do the print media ""hype"" genetic research? A comparison of newspaper stories and peer-reviewed research papers, CMAJ. Canadian Medical Association Journal, 170, 9, pp. 1399-1407, (2004); Caulfield, Timothy A., Biotechnology and the popular press: Hype and the selling of science, Trends in Biotechnology, 22, 7, pp. 337-339, (2004); Coltman, Tim R., E-business: Revolution, evolution, or hype?, California Management Review, 1, pp. 57-86, (2001); Bbva Research, (2015); Cukier, Wendy L., Applying Habermas' validity claims as a standard for critical discourse analysis, IFIP Advances in Information and Communication Technology, 143, pp. 233-257, (2004); Cukier, Wendy L., A critical analysis of media discourse on information technology: Preliminary results of a proposed method for critical discourse analysis, Information Systems Journal, 19, 2, pp. 175-196, (2009); Deutsche Bank Research, (2014)","","","Association for Information Systems publications@aisnet.org","et al.; Intel; Lero; Pepperdine, School of Business and Management; Science Foundation Ireland (SFI); University of Limerick","2016 International Conference on Information Systems, ICIS 2016","2016-12-11 through 2016-12-14","Dublin","127464","","9780996683135","","","English","Int. Conf. Inf. Syst., ICIS","Conference paper","Final","","Scopus","2-s2.0-85011313931"
"Barberis, J.; Arner, D.W.","Barberis, Janos N. (57192695507); Arner, Douglas W. (15046436800)","57192695507; 15046436800","FinTech in China: From shadow banking to P2P lending","2016","New Economic Windows","","","","69","96","13","10.1007/978-3-319-42448-4_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007470960&doi=10.1007%2F978-3-319-42448-4_5&partnerID=40&md5=eebcb4e1be0f76777f759bd0c467dbb3","Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong; Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong","Barberis, Janos N., Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong, ; Arner, Douglas W., Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong","In 1978 China Financial sector has began a gradual reform process. Within 40 years the country went from a mono-bank model to one composed of hundreds of wholly-owned State banks and joint stock commercial banks. Yet this diversification has the banking landscape has not resolves credit allocation inefficiency. Indeed, whilst SME represent 80 % of the economic output of the country, it is only receiving 20 % of the credit originated by banks. This has spurred the development of shadow banking, an informal and unregulated network of lenders and borrowers. The emergence of Financial Technology has allowed for this activity digitized itself in the form of Peer-to-peer lending channel. The combination of and unregulated market and large credit gap has lead to the emergence of a sector that had only one platform in 2007 and over 2000 in 2015. Therefore the author submit that the emergence of the P2P sector in China is neither new, nor unexpected. Ultimately, this systemic shift caused by the P2P sector offers China a regulatory and market reform opportunity as the shadow has been brought to the light. © Springer International Publishing Switzerland 2016.","China; Financial globalization; Financial innovation; Financial regulation; Financial technology; FinTech; RegTech; Regulatory technology","","","","","","","","Palgrave Macmillan Studies in Banking and Financial Institutions, (2011); Tsinghua China Law Review, (2015); China Development Bank Cdb and the China Exim Bank Ceb; Congressional Research Service Report, (2012); China A New Stage of Development for an Emerging Superpower, (2012); Arner, Douglas W., Financial stability, economic growth, and the role of law, pp. 1-344, (2007); Martin, Michael F., China's banking system: Issues for congress, pp. 1-62, (2012); Rise of the Peoples Bank of China the Politics of Institutional Change, (2013); A Crack in the Great Wall Too Big to Fail Them A Societal Perspective; Chinas Banking System Issues for Congress, (2012)","J. Barberis; Asian Institute of International Financial Law, Faculty of Law, University of Hong Kong, Hong Kong; email: janos@fintech.hk","","Springer-Verlag Italia s.r.l. springer@springer.it","","","","","","2039411X","9788847017771; 9788847002791; 9788847010826; 9788847025523; 9788847007246; 9788847005334; 9788847017658; 9788847015005; 9788847019706; 9788847006645","","","English","New Econ. Windows","Article","Final","","Scopus","2-s2.0-85007470960"
"Chishti, S.","Chishti, Susanne (57192701330)","57192701330","How peer to peer lending and crowdfunding drive the fintech revolution in the UK","2016","New Economic Windows","","","","55","68","31","10.1007/978-3-319-42448-4_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007448316&doi=10.1007%2F978-3-319-42448-4_4&partnerID=40&md5=0d8d564684ee25c1470108665637cda3","","Chishti, Susanne, ","An overview of the booming alternative finance sector in the UK which generated more than £3.2 billion in investments and loans in 2015, an increase of more than 80 % over 2014. Susanne Chishti, CEO of FINTECH Circle describes the business models and drivers behind the industry’s success and highlights UK’s leading peer to peer lending and crowdfunding platforms. © Springer International Publishing Switzerland 2016.","Alternative finance; Alternative lending; Crowdfunding; FinTech; Peer to Peer - P2P; UK P2P Platforms","","","","","","","","","S. Chishti; FINTECH Circle, London, United Kingdom; email: info@FINTECHCircle.com","","Springer-Verlag Italia s.r.l. springer@springer.it","","","","","","2039411X","9788847017771; 9788847002791; 9788847010826; 9788847025523; 9788847007246; 9788847005334; 9788847017658; 9788847015005; 9788847019706; 9788847006645","","","English","New Econ. Windows","Article","Final","","Scopus","2-s2.0-85007448316"
"Kim, K.; Hong, S.P.","Kim, Kyongjin (42661469500); Hong, Sengphil (8552893500)","42661469500; 8552893500","The data processing approach for preserving personal data in fintech-driven paradigm","2016","International Journal of Security and its Applications","10","10","","341","350","6","10.14257/ijsia.2016.10.10.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995970191&doi=10.14257%2Fijsia.2016.10.10.30&partnerID=40&md5=8d9fde12788be9b3e93a46cf823b405e","School of Information Technology, Sungshin Women's University, Seoul, South Korea","Kim, Kyongjin, School of Information Technology, Sungshin Women's University, Seoul, South Korea; Hong, Sengphil, School of Information Technology, Sungshin Women's University, Seoul, South Korea","FinTech-driven paradigm shift in financial service poses challenges for financial sector in balancing the potential benefits of development with the potential risks. It is difficult to detect as advanced threats, so the extent of the damage cannot be foreseen in the financial sector. In this paper, we suggest the approach based on trust about processing data including personally identifiable information for preserving and protecting in the environment using FinTech. © 2016 SERSC.","Financial technology; FinTech; Preserving personal information","Finance; Financial sectors; Financial service; FinTech; Paradigm shifts; Personal information; Personally identifiable information; Potential benefits; Processing approach; Data handling","","","","","","","Chishti, Susanne, Preface, pp. viii-ix, (2016); Nfc Based Mobile Payments, (2015); Journal of Convergence Society for Smb, (2015); New Trends in Payment Security Nfc and Mobile Payments, (2016); A Taxonomy of User Authentication Methods, (2014); Statistic Portal Average Value of Investment in Fintech Worldwide from 2011 to 2014 by Round Statista, (2016); Research and Implications of Payment Behavior for Korea in 2014 Report on Payment and Settlement, (2015); Detecting Malicious Data Injections in Wireless Sensor Networks A Survey ACM Computing Surveys Csur, (2015); Elwell, Jesse, Rethinking memory permissions for protection against cross-layer attacks, ACM Transactions on Architecture and Code Optimization, 12, 4, (2015); Mousheimish, Raef, Towards smart logistics processes: A predictive monitoring and proactive adaptation approach, ACM International Conference Proceeding Series, 24-26-August-2015, pp. 169-170, (2015)","K. Kim; School of Information Technology, Sungshin Women's University, South Korea; email: kyongjin@sungshin.ac.kr","","Science and Engineering Research Support Society ijbsbt@sersc.org","","","","","","17389976","","","","English","Int. J. Secur. Appl.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84995970191"
"Romānova, I.; Kudinska, M.","Romānova, Inna (57191851238); Kudinska, Marina (57190119984)","57191851238; 57190119984","Banking and fintech: A challenge or opportunity?","2016","Contemporary Studies in Economic and Financial Analysis","98","","","21","35","163","10.1108/S1569-375920160000098002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994193546&doi=10.1108%2FS1569-375920160000098002&partnerID=40&md5=82d81895c00a4e7d2d925ff696018f98","Faculty of Economics and Management, Latvijas Universitāte, Riga, Latvia; Finance Department, Latvijas Universitāte, Riga, Latvia","Romānova, Inna, Faculty of Economics and Management, Latvijas Universitāte, Riga, Latvia; Kudinska, Marina, Finance Department, Latvijas Universitāte, Riga, Latvia","Global economy, growing importance of innovations as well as wide use of technologies have changed the banking business worldwide. Financial technologies (FinTech) have become an integral part of banking, and nowadays banks have started to compete beyond financial services facing increasing competition from nonfinancial institutions providing, for example, payment services. Start-up service providers, search engines, and social networks have expanded their services ""interfering"" in the fields traditionally covered by banks. The rapid rise of FinTech has changed the business landscape in banking asking for more innovative solutions. These recent tendencies require the banks to increase investment in FinTech, rethink service distribution channels, especially the business-to-consumers models, increase further standardization of backoffice functions, etc. Some members of the financial services industry see the boom in FinTech as a threat to traditional banking industry. Others believe that FinTech has become a challenge that can be turned into an opportunity as it provides more flexibility, better functionality in some areas, and aggregation of services. The aim of the paper is to analyze the recent trends in banking, identifying opportunities and risks of FinTech for banks. A timely integration of FinTech into business allows banks to get an advantage in growing competition. This paper provides an extensive analysis of recent trends in FinTech and banking, examining experience of leading European and US banks, as well as surveys conducted among members of the financial services industry in different countries. The authors have studied the development of the financial innovation and technology market, assessed the existing practices applied in the field of FinTech, identified the main risks related to development of FinTech and financial innovations the banks are exposed to on the micro- and macrolevel. The paper provides recommendations for regulators and banks to ensure reduction of risks associated with development of FinTech. Analysis of FinTech market has shown growing competition, including from nonfinancial institutions. The paper provides practical recommendations to commercial banks for strengthening the position in financial innovations and controlling the risks associated with introduction of financial innovations. © © 2017 by Emerald Group Publishing Limited all Rights of Reproduction in Any form Reserved.","Banking innovations; FinTech; Risks","","","","","","","","undefined; undefined; Alt, Rainer, The rise of customer-oriented banking - Electronic markets are paving the way for change in the financial industry, Electronic Markets, 22, 4, pp. 203-215, (2012); Evolution of Fintech A New Post Crisis Paradigm, (2015); American Banker; Deutsche Bank Research, (2014); undefined; undefined, (2015); undefined; Kpmg","","","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","","","","","","15693759","076231270X; 9781783508174; 0762309792; 9780762314638; 9780762312580; 0762313641; 0762314575; 9780762312702; 9780762314577; 9780762309795","","","English","Contemp. Stud. Econ. Financ. Anal.","Conference paper","Final","","Scopus","2-s2.0-84994193546"
