"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","Funding Details","Funding Texts","References","Correspondence Address","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Securing the future of finance in Hong Kong: The role of Fintech in Hong Kong's global financial center","2018","Strategic Direction","34","2","","18","20","1","10.1108/SD-11-2017-0167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042110672&doi=10.1108%2FSD-11-2017-0167&partnerID=40&md5=8f805da6eef70cd1d8888349f4056206","","","Purpose: This paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies. Design/methodology/approach: This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings: Hong Kong is a global financial center and the key to finance in China and Asia. To keep its place in the global financial market, Hong Kong is looking to support the growing Fintech market but with caution to avoid a repeat of 2008. Originality/value: The briefing saves busy executives, strategists and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format. © 2018, Emerald Publishing Limited.","Cybersecurity; Fintech; Fraud; Global financial center; Hong Kong; Risk-based approach","","","","","","","China is the world’s second largest economy (if the EU is not considered as a single economic entity). Four of the world’s ten largest banks are Chinese, meaning that the GFC with access to China has the potential to challenge the dominance of London and New York. This is how Hong Kong is trying to align itself. To boost strategic innovation and development, Hong Kong has created a Financial Services Development Council, which looks to boost market development while also maintaining financial stability. The Hong Kong Monetary Authority (HKMA) has adopted a risk-based approach to policy formulation in relation to Fintech in the hopes of embracing its potential whilst minimizing the risks. As such, areas such as fraud and cybersecurity are of key focus currently in Hong Kong.","Ng, Artie W., Emergence of Fintech and cybersecurity in a global financial centre: Strategic approach by a regulator, Journal of Financial Regulation and Compliance, 25, 4, pp. 422-434, (2017)","","","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","","","","","","02580543","","","","English","Strateg. Dir.","Review","Final","","Scopus","2-s2.0-85042110672"
"Lee, I.; Shin, Y.J.","Lee, In (55204734200); Shin, Yong-jae (57218256338)","55204734200; 57218256338","Fintech: Ecosystem, business models, investment decisions, and challenges","2018","Business Horizons","61","1","","35","46","1040","10.1016/j.bushor.2017.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030678021&doi=10.1016%2Fj.bushor.2017.09.003&partnerID=40&md5=91e85ede78ad85bdaa728a4d3e81eb57","School of Computer Science, Western Illinois University, Macomb, IL, United States; Hankyong National University, Anseong, Gyeonggi-do, South Korea","Lee, In, School of Computer Science, Western Illinois University, Macomb, IL, United States; Shin, Yong-jae, Hankyong National University, Anseong, Gyeonggi-do, South Korea","Fintech brings about a new paradigm in which information technology is driving innovation in the financial industry. Fintech is touted as a game changing, disruptive innovation capable of shaking up traditional financial markets. This article introduces a historical view of fintech and discusses the ecosystem of the fintech sector. We then discuss various fintech business models and investment types. This article illustrates the use of real options for fintech investment decisions. Finally, technical and managerial challenges for both fintech startups and traditional financial institutions are discussed. © 2017 Kelley School of Business, Indiana University","Business models; Disruptive innovation; Financial startups; Fintech; Online banking; Real options","","","","","","","","undefined; undefined; undefined; Black, Fischer, The pricing of options and corporate liabilities, Journal of Political Economy, 81, 3, pp. 637-657, (1973); undefined; undefined; Real Options A Practitioner S Guide, (2001); Cox, John C., Option pricing: A simplified approach, Journal of Financial Economics, 7, 3, pp. 229-263, (1979); undefined, (2015); undefined, (2016)","Y.J. Shin; Hankyong National University, Anseong, 17579, South Korea; email: yjshin@hknu.ac.kr","","Elsevier Ltd","","","","","","00076813","","BHORA","","English","Bus. Horiz.","Article","Final","","Scopus","2-s2.0-85030678021"
"Zalan, T.; Toufaily, E.","Zalan, Tatiana (8711720400); Toufaily, Elissar (55295834700)","8711720400; 55295834700","The promise of fintech in emerging markets: Not as disruptive","2017","Contemporary Economics","11","4","","415","430","103","10.5709/ce.1897-9254.253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039929089&doi=10.5709%2Fce.1897-9254.253&partnerID=40&md5=9d935377c13651f4216674694987aad8","American University in Dubai, Dubai, United Arab Emirates","Zalan, Tatiana, American University in Dubai, Dubai, United Arab Emirates; Toufaily, Elissar, American University in Dubai, Dubai, United Arab Emirates","Fintech innovations-innovations by financial services providers based on digital technology-are widely believed to have a disruptive effect on the financial services industry. The purpose of the paper is to investigate how financial services industry participants perceive the effect of digital disruption as well as to explore what strategies are being adopted by incumbents in the face of potential disruption from fintech challengers. Based on an exploratory study with stakeholders from the financial ecosystem in the Middle East and North Africa (MENA), the findings show that the fintech sector is still nascent, but is likely to be disruptive in selected product and customer segments. Multiple regulatory, structural, and cultural obstacles stand in the way of fintech adoption. Incumbents’ preferred strategy to face the future disruption is the bank-fintech collaboration, which will create new value for ecosystem partners and speed up innovation. Our study adds useful insights to the body of knowledge related to disruptive innovations in general and fintech in emerging markets in particular. Specifically, the collaborative response is inconsistent with the strategies usually recommended for incumbents in disruptive innovation theory. We hypothesize that our participants’ preference for partnering can be explained in the light of the distinctive characteristics of the digital economy. We propose a framework for creating a financial services platform embedded in a broader ecosystem to facilitate the bank-fintech collaboration. © 2017, University of Finance and Management in Warsaw. All rights reserved.","Banks; Disruptive innovation; Emerging markets; Financial services industry; Fintech","","","","","","","The authors are grateful to the School of Business Administration at the AUD for a research grant.","Adner, Ron, Value creation in innovation ecosystems: How the structure of technological interdependence affects firm performance in new technology generations, Strategic Management Journal, 31, 3, pp. 306-333, (2010); Harvard Business Review, (2016); Allison, Thomas H., Crowdfunding in a prosocial microlending environment: Examining the role of intrinsic versus extrinsic cues, Entrepreneurship Theory and Practice, 39, 1, pp. 53-73, (2015); Evolution of Fintech A New Post Crisis Paradigm, (2015); Barney, Jay Bryan, Firm Resources and Sustained Competitive Advantage, Journal of Management, 17, 1, pp. 99-120, (1991); Benkler, Yochai, Coase's penguin, or, linux and the nature of the firm, Yale Law Journal, 112, 3, pp. 369-446, (2002); Bruton, Garry D., New financial alternatives in seeding entrepreneurship: Microfinance, crowdfunding, and peer-to-peer innovations, Entrepreneurship Theory and Practice, 39, 1, pp. 9-26, (2015); Call for Papers the First Annual Toronto Fintech Conference, (2017); Handbook of Qualitative Research, (2000); Fintech Revolution, (2016)","T. Zalan; American University of Dubai, United Arab Emirates; email: tzalan@aud.edu","","University of Finance and Management in Warsaw kozlowski@vizja.pl","","","","","","20840845","","","","English","Contemp. Econ.","Article","Final","","Scopus","2-s2.0-85039929089"
"Martin Kim, M.H.","Martin Kim, Min Hyuk (57204889777)","57204889777","Blockchain technology and the fintech revolution","2017","Turkish Online Journal of Educational Technology","2017","December Special Issue ITEC","","77","82","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057640853&partnerID=40&md5=ca1ec6c72648da0d865cdc30b2529f3e","Korea International School, Seongnam-si, Kyonggi-do, South Korea","Martin Kim, Min Hyuk, Korea International School, Seongnam-si, Kyonggi-do, South Korea","The question of the role of Blockchain Technology, a decentralized and distributed digital ledger, in the Financial Services Market is only now being addressed with the technology in its infancy. Subsequent work primarily focused on the cryptocurrency, bitcoin, because its creator, programmer Satoshi Nakamoto first published a white paper and coded what is now known as blockchain technology to solve the double spending problem. More recently, Blockchain Technology has made significant advances in the fields of insurance, medical records, and the internet of things (IoT). However, the power of Blockchain Technology to solve problems in and serve as a replacement ledger of transactions in Financial Services will fundamentally transform the finance industry. This paper attempts to address the challenges that Blockchain Technology will encounter by focusing on the methodology of using Blockchain Technology to solve problems in the Financial Services Market with special attention to the use of Decentralization and Peer-to-Peer Transactions. Specifically, this project will be examining the use of Blockchain Technology to drive the changes in the field of Financial Services. This paper will also discuss the future role of Blockchain Technology in teaching the various fields of Finance, and juxtapose them against traditional teaching methods in Finance, in order to reveal the increasing role that Blockchain Technology will play in the 21st-century Financial Services curriculum. This paper argues that indeed, Blockchain Technology will be able to increasingly affect how we solve various Financial Services problems and that this development will profoundly change the way the Finance curriculum is taught in the classroom. In conclusion, this project, by closely examining the role of Blockchain Technology, sheds new light on the rapidly developing changes in the Financial Services field. © The Turkish Online Journal of Educational Technology.","","","","","","","","","Can Cryptocurrencies Fulfil the Functions of Money, (2016); Will Blockchain Become the Internet of Finance, (2016); undefined; Iansiti, Marco, The truth about blockchain, Harvard Business Review, 2017, January-February, (2017); How Blockchain Technology Will Disrupt Financial Services Firms, (2016); 10 Things to Know about the Future of Blockchain in Education, (2016); Intelligence Unleashed an Argument for AI in Education, (2016); London Startup Blockchain Raises 40 Million in Fresh Funding, (2017); Promise of Blockchain the Trust Machine, (2015); Harvard Business Review, (2017)","M.H. Martin Kim; Korea International School, Pangyo, South Korea; email: 248minhyuk@gmail.com","","Sakarya University editor@tojet.net","","","","","","13036521","","","","English","Turk. Onl. J. Edu. Tech.","Article","Final","","Scopus","2-s2.0-85057640853"
"Li, Y.; Spigt, R.; Swinkels, L.","Li, Yinqiao (57205084019); Spigt, Renée (57205079008); Swinkels, Laurens A.P. (6701594431)","57205084019; 57205079008; 6701594431","The impact of FinTech start-ups on incumbent retail banks’ share prices","2017","Financial Innovation","3","1","26","","","154","10.1186/s40854-017-0076-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056129204&doi=10.1186%2Fs40854-017-0076-7&partnerID=40&md5=b2f464aa7d9346ad3092d7eddb3126f8","Erasmus Universiteit Rotterdam, Rotterdam, Zuid-Holland, Netherlands","Li, Yinqiao, Erasmus Universiteit Rotterdam, Rotterdam, Zuid-Holland, Netherlands; Spigt, Renée, Erasmus Universiteit Rotterdam, Rotterdam, Zuid-Holland, Netherlands; Swinkels, Laurens A.P., Erasmus Universiteit Rotterdam, Rotterdam, Zuid-Holland, Netherlands","Background: This study aims to clarify the role of FinTech digital banking start-ups in the financial industry. We examine the impact of the funding of such start-ups on the stock returns of 47 incumbent US retail banks for 2010 to 2016. Methods: To capture the importance of FinTech start-ups, we use data on both the dollar-volume of funding and number of deals. We relate these to the stock returns with panel data regression methods. Results: Our results indicate a positive relationship exists between the growth in FinTech funding or deals and the contemporaneous stock returns of incumbent retail banks. Conclusions: Although these results suggest complementarity between FinTech and traditional banking, we note that our results at the banking industry level are not statistically significant, and that the coefficient signs for about one-third of the banks are negative, but not statistically significant. Since the FinTech industry is young and our sample period short, we cannot rule out that our findings are spurious. © 2017, The Author(s).","Banks; Digital banking; Finance; FinTech; Innovation; Retail banks; Start-ups; Stock returns; Technology; Venture capital","","","","","","","","Journal of Marketing, (1990); Afuah, Allan N., Responding to structural industry changes: A technological evolution perspective, Industrial and Corporate Change, 6, 1, pp. 183-202, (1997); Benner, Mary J., The incumbent discount: Stock market categories and response to radical technological change, Academy of Management Review, 32, 3, pp. 703-720, (2007); Five Concerns with the Five Factor Model, (2016); Fintech Regulatory Arbitrage and the Rise of Shadow Banks, (2017); Harvard Business Review, (2014); Chishti, Susanne, The FinTech Book: The financial technology handbook for investors, entrepreneurs and visionaries, pp. 1-300, (2016); Innovator S Dilemma When New Technologies Cause Great Firms to Fail, (1997); Dávila, Antonio, Venture capital financing and the growth of startup firms, Journal of Business Venturing, 18, 6, pp. 689-708, (2003); Davis, James L., Characteristics, covariances, and average returns: 1929 to 1997, Journal of Finance, 55, 1, pp. 389-406, (2000)","L. Swinkels; Erasmus University Rotterdam, Rotterdam, Burgemeester Oudlaan, 50, Netherlands; email: lswinkels@ese.eur.nl","","SpringerOpen","","","","","","","","","","English","Financial Innov.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85056129204"
"Ma, Y.; Liu, D.","Ma, Yue (7404701175); Liu, De (25931019400)","7404701175; 25931019400","Introduction to the special issue on Crowdfunding and FinTech","2017","Financial Innovation","3","1","8","","","36","10.1186/s40854-017-0058-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047649328&doi=10.1186%2Fs40854-017-0058-9&partnerID=40&md5=f90dadead6f3f1abefb12af7f4780abf","City University of Hong Kong, Hong Kong, Hong Kong; University of Minnesota Twin Cities, Minneapolis, MN, United States","Ma, Yue, City University of Hong Kong, Hong Kong, Hong Kong; Liu, De, University of Minnesota Twin Cities, Minneapolis, MN, United States","[No abstract available]","","","","","","","","","","Y. Ma; City University of Hong Kong, Kowloon Tong, Hong Kong; email: yue.ma@cityu.edu.hk","","SpringerOpen","","","","","","","","","","English","Financial Innov.","Editorial","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85047649328"
"Wonglimpiyarat, J.","Wonglimpiyarat, Jarunee (6507598919)","6507598919","FinTech Crowdfunding of Thailand 4.0 Policy","2017","Journal of Private Equity","21","1","","55","63","11","10.3905/jpe.2017.21.1.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041632039&doi=10.3905%2Fjpe.2017.21.1.055&partnerID=40&md5=4abb73b4523a4a86879f5150c72a0d5f","College of Innovation, Thammasat University, Pathum Thani, Thailand","Wonglimpiyarat, Jarunee, College of Innovation, Thammasat University, Pathum Thani, Thailand","[No abstract available]","","","","","","","","","Venture Capital at the Crossroads, (1992); Carlsson, Bo, Internationalization of innovation systems: A survey of the literature, Research Policy, 35, 1, pp. 56-67, (2006); Procedia Social and Behavioral Sciences, (2015); Stage Financing and the Role of Convertible Debt, (1997); David, Paul A., Is public R&D a complement or substitute for private R&D? a review of the econometric evidence, Research Policy, 29, 4-5, pp. 497-529, (2000); Management Accounting, (1990); Fagerberg, Jan, National innovation systems, capabilities and economic development, Research Policy, 37, 9, pp. 1417-1435, (2008); Economics of Industrial Innovation, (1997); Gompers, Paul A., Venture capital growing pains: Should the market diet?, Journal of Banking and Finance, 22, 6-8, pp. 1089-1104, (1998); Money of Invention how Venture Capital Creates New Wealth, (2001)","J. Wonglimpiyarat; College of Innovation, Thammasat University, Bangkok, Thailand; email: jaruneew@tu.ac.th","","Institutional Investor, Inc info@iijournals.com","","","","","","10965572","","","","English","J. Priv. Equity","Article","Final","","Scopus","2-s2.0-85041632039"
"Hendershott, T.; Zhang, M.X.; Zhao, J.L.; Zheng, E.","Hendershott, Terrence (6602235014); Zhang, Xiaoquan (Michael) (59457139100); Zhao, Jianliang Leon (35304354800); Zheng, Eric (57199500983)","6602235014; 59457139100; 35304354800; 57199500983","Special issue of information systems research fintech - Innovating the financial industry through emerging information technologies","2017","Information Systems Research","28","4","","885","886","17","10.1287/isre.2017.0762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038092298&doi=10.1287%2Fisre.2017.0762&partnerID=40&md5=4ff359874c4b625e894d506df933bae4","University of California, Berkeley, Berkeley, CA, United States; Department of Decision Sciences and Managerial Economics, Chinese University of Hong Kong, Hong Kong, Hong Kong; Department of Information Systems, City University of Hong Kong, Hong Kong, Hong Kong; The Naveen Jindal School of Management, Richardson, TX, United States","Hendershott, Terrence, University of California, Berkeley, Berkeley, CA, United States; Zhang, Xiaoquan (Michael), Department of Decision Sciences and Managerial Economics, Chinese University of Hong Kong, Hong Kong, Hong Kong; Zhao, Jianliang Leon, Department of Information Systems, City University of Hong Kong, Hong Kong, Hong Kong; Zheng, Eric, The Naveen Jindal School of Management, Richardson, TX, United States","[No abstract available]","","","","","","","","","Fintech Innovation an Overview, (2016); undefined, (2017)","","","INFORMS Inst.for Operations Res.and the Management Sciences shannon.leyhe@informs.org","","","","","","10477047","","","","English","Inf. Syst. Res.","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038092298"
"Haupert, V.; Maier, D.; Müller, T.","Haupert, Vincent (57200600329); Maier, Dominik Christian (56471382500); Müller, Tilo (36096917200)","57200600329; 56471382500; 36096917200","Paying the price for disruption: How a FinTech Allowed Account Takeover","2017","ACM International Conference Proceeding Series","","","a7","","","6","10.1145/3150376.3150383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041822124&doi=10.1145%2F3150376.3150383&partnerID=40&md5=9fb756a0e2abb3f0fb3cbeb4ee516e90","Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Bayern, Germany; Technische Universität Berlin, Berlin, Germany","Haupert, Vincent, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Bayern, Germany; Maier, Dominik Christian, Technische Universität Berlin, Berlin, Germany; Müller, Tilo, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Bayern, Germany","This paper looks at N26, a pan-European banking startup and the poster child for young FinTech companies. We assess how security is treated by startups that provide disruptive technologies in the financial sector. In an area that has been committed to security, we find that FinTech companies have modern designs and outstanding user experience as their main priority. This strategy is rewarded by a rapidly increasing customer base but reveals a flawed understanding of security.We analyzed all aspects of security of N26, including the frontend, backend, protocols, human factors, and underlying design concepts, and found issues in all of them. We succeeded in leaking customer data, manipulating and carrying transactions and even could have entirely taken over foreign accounts. We reported these findings to N26 and did not disclose them before they were fixed. By publishing this case study, we hope to raise awareness about security considerations in the critical banking sector, especially for other FinTech startups. © 2017 Copyright held by the owner/author(s). Publication rights licensed to Association for Computing Machinery.","2FA; FinTech; Mobile Banking; PSD2; Security Breach","Computer programming; Disruptive technology; Financial sectors; FinTech; Mobile bankings; PSD2; Security breaches; Security considerations; User experience; Computer applications","","","","","","","Bai, Xiaolong, Picking up my tab: Understanding and mitigating synchronized token lifting and spending in mobile payment, pp. 593-608, (2017); Financial Cryptography and Data Security Workshops, (2017); Shut Up and Take My Money, (2016); Chen, Qi Alfred, Peeking into your app without actually seeing it: UI state inference and novel android attacks, pp. 1037-1052, (2014); Costin, Andrei, A large-scale analysis of the security of embedded firmwares, pp. 95-110, (2014); Dhamija, Rachna, Why phishing works, Conference on Human Factors in Computing Systems - Proceedings, 1, pp. 581-590, (2006); Internet of Hackable Things, (2017); Final Guidelines on the Security of Internet Payments, (2014); Eba Consults on Strong Customer Authentication and Secure Communications Under Psd2, (2016); Eba Paves the Way for Open and Secure Electronic Payments for Consumers Under the Psd2, (2017)","","","Association for Computing Machinery acmhelp@acm.org","TU Wien","1st Reversing and Offensive-Oriented Trends Symposium, ROOTS 2017","2017-11-16 through 2017-11-17","Vienna","133806","21531633","9781450377881; 9781450385855; 9781450314398; 9781450396387; 9781450390019; 9781450390217; 9781450348270; 9781450381963; 9781450322485; 9781450348201","","","English","ACM Int. Conf. Proc. Ser.","Conference paper","Final","","Scopus","2-s2.0-85041822124"
"Sinha, S.","Sinha, Sharad (36470973100)","36470973100","FinTech: The New Frontier","2017","IEEE Potentials","36","6","8103070","6","7","4","10.1109/MPOT.2017.2739218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034969003&doi=10.1109%2FMPOT.2017.2739218&partnerID=40&md5=886ebd652c3247b9c09d32b4dd172d41","School of Computer Science and Engineering, Singapore City, Singapore","Sinha, Sharad, School of Computer Science and Engineering, Singapore City, Singapore","This issue of IEEE Potentials focuses on the theme of financial technology (FinTech). Computers have played an increasing role in the field of finance for a long time. The development of automated teller machines and accounting software accounts for some of the early technological solutions that made the delivery of financial services easier, more convenient, and affordable. Significant investments have been made by banks and other financial service companies over the years to reach out to their customers, including individual and corporate clients. © 2017 IEEE.","","Education; Electrical engineering; Automated teller machines; Corporate clients; Financial service; Technological solution; Finance","","","","","","","Cryptocurrency, (2017); Singapore Fintech Festival, (2017); Hackcelerator at Singapore Fintech Festival, (2017)","S. Sinha; School of Computer Science and Engineering, Nanyang Technological University, Singapore; email: sharad_sinha@ieee.org","","Institute of Electrical and Electronics Engineers Inc.","","","","","","02786648","","IEPTD","","English","IEEE Potentials","Article","Final","","Scopus","2-s2.0-85034969003"
"Sinha, S.","Sinha, Sharad (36470973100)","36470973100","A Glimpse into the World of FinTech Accelerators - The Open Vault at OCBC","2017","IEEE Potentials","36","6","8103073","20","23","6","10.1109/MPOT.2017.2737238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034966754&doi=10.1109%2FMPOT.2017.2737238&partnerID=40&md5=4fcb7b5051a747a4eb9dbe9e0fc85bab","School of Computer Science and Engineering, Singapore City, Singapore","Sinha, Sharad, School of Computer Science and Engineering, Singapore City, Singapore","Financial technology (FinTech) has been garnering increased attention in recent years. The financial services industry that provides various types of financial, banking, and insurance services to customers (both individual or corporate) is showing more interest in adopting technology to innovate and grow. Technology, especially information systems, is not alien to this industry. According to the work of Garbade and Silber, telecommunication was first introduced into bank markets back in 1846. This helped reduce stock price differentials between New York and geographically dispersed regional stock markets. Similarly, the introduction of the transatlantic cable in 1866 enabled a securities trade originating from the United Kingdom and destined for the U.S. market to be completed in one day rather than the usual six. © 2017 IEEE.","","Commerce; Finance; Insurance; Financial services industries; New York; Stock price; United kingdom; Financial markets","","","","","","","Journal of Finance, (1978); Chat with Emma, (2017)","S. Sinha; Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore; email: sharad_sinha@ieee.org","","Institute of Electrical and Electronics Engineers Inc.","","","","","","02786648","","IEPTD","","English","IEEE Potentials","Article","Final","","Scopus","2-s2.0-85034966754"
"Li, G.; Dai, J.S.; Park, E.-M.; Park, S.-T.","Li, Guozhong (56706642900); Dai, Jiansheng (49461052500); Park, Eunmi (56352305900); Park, Seong-taek (56352364700)","56706642900; 49461052500; 56352305900; 56352364700","A study on the service and trend of Fintech security based on text-mining: focused on the data of Korean online news","2017","Journal of Computer Virology and Hacking Techniques","13","4","","249","255","28","10.1007/s11416-016-0288-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009285071&doi=10.1007%2Fs11416-016-0288-9&partnerID=40&md5=e4868b0865e4bd2fdf84f21bd2f5de44","Department of Management Science and Information System, Kunming University of Science and Technology, Kunming, Yunnan, China; Department of Business Administration, Kyungpook National University (KNU), Daegu, South Korea; Department of Management Information Systems, Chungbuk National University, Cheongju, Chungcheongbuk-do, South Korea","Li, Guozhong, Department of Management Science and Information System, Kunming University of Science and Technology, Kunming, Yunnan, China; Dai, Jiansheng, Department of Management Science and Information System, Kunming University of Science and Technology, Kunming, Yunnan, China; Park, Eunmi, Department of Business Administration, Kyungpook National University (KNU), Daegu, South Korea; Park, Seong-taek, Department of Management Information Systems, Chungbuk National University, Cheongju, Chungcheongbuk-do, South Korea","The purpose of this research is to draw the direction and tasks for Korean Fintech industry taking into considerations of the importance of successful operation of Fintech and security. News data from Naver the most famous Korean portal site have been collected and analyzed and 20 most frequently used keyword were ranked both in 2015 and 2016. Payment, platform, banking, etc of Fintech service has become keywords since Fintech started its service in earnest in 2015, and security, enterprise, support, finance etc. are the keywords in 2016. The results show the difference in terms of importance. The results of this research also provide guidelines of security principles for enterprises who provide Fintech services. © 2017, Springer-Verlag France.","Crawling; Fintech; Keyword network; Security; Text-mining","Computer science; Computers; Crawling; Fintech; Keyword networks; Security; Text mining; Data mining","","","","","Analysis and Testing Foundation of Kunming University of Science and Technology, (KKSY201408092)","The work described in this paper was supported by the project “the Foundation for Talents Fostering of Kunming University of Science and Technology” (Project Number: KKSY201408092).","Financing Payment Report, (2014); E Commerce, (2015); Investment, (2014); Luh, Robert, Semantics-aware detection of targeted attacks: a survey, Journal of Computer Virology and Hacking Techniques, 13, 1, pp. 47-85, (2017); Bouffard, Guillaume, Reversing the operating system of a Java based smart card, Journal of Computer Virology and Hacking Techniques, 10, 4, pp. 239-253, (2014); Kim, Doyeon, A study on effects of security risks on acceptance of enterprise cloud service: moderating of employment and non-employment using PLS multiple group analysis, Journal of Computer Virology and Hacking Techniques, 12, 3, pp. 151-161, (2016); David, Baptiste, The security of databases: The Access case, Journal in Computer Virology, 9, 2, pp. 95-107, (2013); Index; Rev Korean Soc Internet Inf, (2015); J Inst Internet Broadcast Commun, (2015)","S.-T. Park; Department of Management Information Systems, Chungbuk National University, Cheongju, Seong Taek Park, 1 Chungdae-ro, Seonwon-Gu, 28644, South Korea; email: solpherd@cbnu.ac.kr","","Springer-Verlag France york@springer-paris.fr 22, Rue de Palestro Paris 75002","","","","","","","","","","English","J. Comput. Virol. Hacking Tech.","Article","Final","","Scopus","2-s2.0-85009285071"
